,country,year,sex,total_pop,total_suicides,suicide_rate,gdp
1269,Cyprus,2014,female,415223,13,3.130847761,29024
1270,Cyprus,2014,male,389595,31,7.956980967,29024
1271,Cyprus,2015,female,410382,9,2.193078644,24718
1272,Cyprus,2015,male,385655,31,8.038272549,24718
1273,Cyprus,2016,female,368711,5,1.356075626,25098
1274,Cyprus,2016,male,342633,31,9.047581523,25098
1275,Cyprus,2017,female,7251138,5,0.068954694,26608.87509
1276,Cyprus,2017,male,7251138,29,0.399937224,26608.87509
1277,Cyprus,2018,female,7312986,7,0.095720134,29334.11093
1278,Cyprus,2018,male,7312986,34,0.464926365,29334.11093
1279,Czech Republic,1990,female,5008100,563,11.2417883,4168
1280,Czech Republic,1990,male,4702800,1434,30.49247257,4168
1281,Czech Republic,1991,female,4992300,511,10.23576308,3070
1282,Czech Republic,1991,male,4675200,1393,29.79551677,3070
1283,Czech Republic,1992,female,4998400,506,10.12323944,3573
1284,Czech Republic,1992,male,4683500,1485,31.70705669,3573
1285,Czech Republic,1993,female,5008100,505,10.08366446,4186
1286,Czech Republic,1993,male,4695300,1412,30.07262582,4186
1287,Czech Republic,1994,female,5016600,531,10.58485827,4891
1288,Czech Republic,1994,male,4707100,1341,28.4888785,4891
1289,Czech Republic,1995,female,5025200,449,8.934967762,6134
1290,Czech Republic,1995,male,4719100,1284,27.20857791,6134
1291,Czech Republic,1996,female,5032400,362,7.193386853,6861
1292,Czech Republic,1996,male,4731500,1206,25.48874564,6861
1293,Czech Republic,1997,female,5041500,355,7.041555093,6314
1294,Czech Republic,1997,male,4745200,1311,27.62791874,6314
1295,Czech Republic,1998,female,5050700,345,6.830736334,6779
1296,Czech Republic,1998,male,4757600,1268,26.65209349,6779
1297,Czech Republic,1999,female,5054401,325,6.43003988,6606
1298,Czech Republic,1999,male,4764814,1285,26.96852385,6606
1299,Czech Republic,2000,female,5053015,351,6.946347873,6278
1300,Czech Republic,2000,male,4766727,1298,27.23042457,6278
1301,Czech Republic,2001,female,5052815,329,6.511221962,6863
1302,Czech Republic,2001,male,4785268,1294,27.04132767,6863
1303,Czech Republic,2002,female,5018336,318,6.336761827,8399
1304,Czech Republic,2002,male,4734127,1216,25.68583395,8399
1305,Czech Republic,2003,female,5013316,354,7.061194626,10220
1306,Czech Republic,2003,male,4735234,1365,28.82645293,10220
1307,Czech Republic,2004,female,5011597,297,5.926254645,12226
1308,Czech Republic,2004,male,4735050,1286,27.15916411,12226
1309,Czech Republic,2005,female,5013201,292,5.824621833,13961
1310,Czech Republic,2005,male,4748532,1273,26.80828517,13961
1311,Czech Republic,2006,female,5017226,258,5.142283804,15896
1312,Czech Republic,2006,male,4763093,1142,23.97601726,15896
1313,Czech Republic,2007,female,5029238,230,4.57325742,19273
1314,Czech Republic,2007,male,4789057,1149,23.99219721,19273
1315,Czech Republic,2008,female,5058312,256,5.060976863,23811
1316,Czech Republic,2008,male,4841282,1123,23.19633519,23811
1317,Czech Republic,2009,female,5070957,234,4.614513592,20748
1318,Czech Republic,2009,male,4866450,1230,25.27509786,20748
1319,Czech Republic,2010,female,5077475,257,5.061570958,20862
1320,Czech Republic,2010,male,4867798,1245,25.57624618,20862
1321,Czech Republic,2011,female,5055523,253,5.004427831,23010
1322,Czech Republic,2011,male,4850795,1337,27.56249233,23010
1323,Czech Republic,2012,female,5062268,278,5.49160969,20898
1324,Czech Republic,2012,male,4860859,1380,28.39004382,20898
1325,Czech Republic,2013,female,5069003,283,5.582951914,21073
1326,Czech Republic,2013,male,4867777,1294,26.58297617,21073
1327,Czech Republic,2014,female,5081734,293,5.765748463,20859
1328,Czech Republic,2014,male,4881393,1196,24.50120283,20859
1329,Czech Republic,2015,female,5092903,254,4.987332372,18703
1330,Czech Republic,2015,male,4896422,1133,23.13934542,18703
1331,Czech Republic,2016,female,4575478,258,5.63875512,19505
1332,Czech Republic,2016,male,4354464,1060,24.34283531,19505
1333,Czechia,2017,female,63566628,289,0.454641074,20636.19995
1334,Czechia,2017,male,63566628,1108,1.743052974,20636.19995
1335,Czechia,2018,female,63779568,250,0.39197506,23419.73561
1336,Czechia,2018,male,63779568,1102,1.727826065,23419.73561
1337,Czechia,2019,female,64031220,242,0.377940636,23660.14881
1338,Czechia,2019,male,64031220,949,1.482089518,23660.14881
1339,Czechia,2020,female,64187148,215,0.33495802,22931.2746
1340,Czechia,2020,male,64187148,1009,1.571965777,22931.2746
1341,Denmark,1994,female,2476300,319,12.88212252,32034
1342,Denmark,1994,male,2398600,680,28.34987076,32034
1343,Denmark,1995,female,2483000,299,12.04188482,37841
1344,Denmark,1995,male,2406100,625,25.97564524,37841
1345,Denmark,1996,female,2495900,261,10.45714973,38158
1346,Denmark,1996,male,2421400,631,26.05930453,38158
1347,Denmark,1997,female,2505300,257,10.2582525,35148
1348,Denmark,1997,male,2432000,560,23.02631579,35148
1349,Denmark,1998,female,2514700,216,8.589493777,35710
1350,Denmark,1998,male,2441700,547,22.40242454,35710
1351,Denmark,1999,female,2523761,199,7.885057262,35763
1352,Denmark,1999,male,2452439,563,22.95673817,35763
1353,Denmark,2000,female,2534615,195,7.69347613,32841
1354,Denmark,2000,male,2463995,533,21.6315374,32841
1355,Denmark,2001,female,2543703,220,8.64880845,32837
1356,Denmark,2001,male,2474748,507,20.48693443,32837
1357,Denmark,2002,female,2554260,185,7.242802221,35435
1358,Denmark,2002,male,2486962,503,20.22547992,35435
1359,Denmark,2003,female,2561320,153,5.973482423,43129
1360,Denmark,2003,male,2495463,480,19.23490751,43129
1361,Denmark,2004,female,2569012,192,7.473690275,49552
1362,Denmark,2004,male,2503915,469,18.73066777,49552
1363,Denmark,2005,female,2576916,174,6.752257349,51960
1364,Denmark,2005,male,2512936,457,18.18589888,51960
1365,Denmark,2006,female,2585988,178,6.883249265,55354
1366,Denmark,2006,male,2524472,472,18.69697901,55354
1367,Denmark,2007,female,2596281,180,6.932993771,62229
1368,Denmark,2007,male,2536720,401,15.80781482,62229
1369,Denmark,2008,female,2609669,185,7.089021635,68447
1370,Denmark,2008,male,2552856,418,16.37381819,68447
1371,Denmark,2009,female,2624271,145,5.525343991,61863
1372,Denmark,2009,male,2568519,477,18.5710131,61863
1373,Denmark,2010,female,2636923,158,5.991832147,61711
1374,Denmark,2010,male,2580862,405,15.69243144,61711
1375,Denmark,2011,female,2649570,152,5.73677993,65598
1376,Denmark,2011,male,2594580,437,16.84280307,65598
1377,Denmark,2012,female,2661672,167,6.274251673,62071
1378,Denmark,2012,male,2608867,494,18.93542292,62071
1379,Denmark,2013,female,2675692,160,5.979761497,64831
1380,Denmark,2013,male,2624006,450,17.14935103,64831
1381,Denmark,2014,female,2693368,160,5.940517597,66114
1382,Denmark,2014,male,2645798,469,17.72622097,66114
1383,Denmark,2015,female,2711902,174,6.416161056,55972
1384,Denmark,2015,male,2671158,390,14.60040926,55972
1385,Denmark,2017,female,34589880,165,0.477018134,57610.09818
1386,Denmark,2017,male,34589880,418,1.208445939,57610.09818
1387,Denmark,2018,female,34761816,158,0.454521709,61591.92887
1388,Denmark,2018,male,34761816,426,1.225482581,61591.92887
1389,Dominica,1985,female,33000,0,0,1485
1390,Dominica,1985,male,33400,0,0,1485
1391,Dominican Republic,2017,female,63883464,118,0.184711336,7609.353275
1392,Dominican Republic,2017,male,63883464,531,0.831201013,7609.353275
1393,Dominican Republic,2018,female,64593186,136,0.210548524,8050.644076
1394,Dominican Republic,2018,male,64593186,575,0.890186776,8050.644076
1395,Ecuador,1985,female,3805900,114,2.995349326,2238
1396,Ecuador,1985,male,3855900,279,7.235664825,2238
1397,Ecuador,1986,female,3915100,131,3.346019259,1943
1398,Ecuador,1986,male,3966200,246,6.202410368,1943
1399,Ecuador,1987,female,4160300,131,3.148811384,1669
1400,Ecuador,1987,male,4196500,259,6.171809842,1669
1401,Ecuador,1988,female,4278300,142,3.319075334,1519
1402,Ecuador,1988,male,4314900,324,7.508864632,1519
1403,Ecuador,1989,female,4276512,164,3.834900966,1619
1404,Ecuador,1989,male,4302107,267,6.206261258,1619
1405,Ecuador,1990,female,4387923,153,3.48684332,1732
1406,Ecuador,1990,male,4413010,295,6.684779776,1732
1407,Ecuador,1991,female,4530300,189,4.171909145,1869
1408,Ecuador,1991,male,4561400,305,6.686543605,1869
1409,Ecuador,1992,female,4615052,172,3.726935254,1955
1410,Ecuador,1992,male,4638103,333,7.179659443,1955
1411,Ecuador,1993,female,4733295,222,4.690178829,1996
1412,Ecuador,1993,male,4755188,352,7.402441291,1996
1413,Ecuador,1994,female,4852397,171,3.524031525,2335
1414,Ecuador,1994,male,4872858,341,6.997946585,2335
1415,Ecuador,1995,female,4970951,180,3.621037504,2453
1416,Ecuador,1995,male,4989612,366,7.335239694,2453
1417,Ecuador,1996,female,5089830,197,3.870463257,2474
1418,Ecuador,1996,male,5106018,396,7.755554328,2474
1419,Ecuador,1997,female,5207186,189,3.629599557,2701
1420,Ecuador,1997,male,5220587,390,7.470424303,2701
1421,Ecuador,1998,female,5323007,173,3.250042692,2626
1422,Ecuador,1998,male,5333439,373,6.993611439,2626
1423,Ecuador,1999,female,5437927,190,3.493978496,1805
1424,Ecuador,1999,male,5445356,426,7.823179972,1805
1425,Ecuador,2000,female,5552434,163,2.935649483,1650
1426,Ecuador,2000,male,5556949,371,6.676325444,1650
1427,Ecuador,2001,female,5663326,185,3.266631658,2160
1428,Ecuador,2001,male,5665002,399,7.043245528,2160
1429,Ecuador,2002,female,5774897,180,3.116938709,2472
1430,Ecuador,2002,male,5773873,397,6.875800697,2472
1431,Ecuador,2003,female,5887336,222,3.770805675,2755
1432,Ecuador,2003,male,5883666,453,7.699281366,2755
1433,Ecuador,2004,female,6000268,236,3.933157652,3051
1434,Ecuador,2004,male,5993885,555,9.259436909,3051
1435,Ecuador,2005,female,6113454,260,4.252914964,3397
1436,Ecuador,2005,male,6104189,683,11.18903756,3397
1437,Ecuador,2006,female,6230898,298,4.782617209,3759
1438,Ecuador,2006,male,6218476,602,9.68082855,3759
1439,Ecuador,2007,female,6346517,274,4.317328702,4024
1440,Ecuador,2007,male,6330837,731,11.54665647,4024
1441,Ecuador,2008,female,6461089,255,3.946703102,4787
1442,Ecuador,2008,male,6442094,673,10.44691369,4787
1443,Ecuador,2009,female,6576211,245,3.72554956,4762
1444,Ecuador,2009,male,6553950,719,10.97048345,4762
1445,Ecuador,2010,female,6692863,254,3.795087394,5206
1446,Ecuador,2010,male,6667422,658,9.868881856,5206
1447,Ecuador,2011,female,6806183,264,3.878826062,5836
1448,Ecuador,2011,male,6777370,654,9.649760895,5836
1449,Ecuador,2012,female,6923839,265,3.827356471,6364
1450,Ecuador,2012,male,6892022,711,10.31627583,6364
1451,Ecuador,2013,female,7044578,186,2.640328491,6769
1452,Ecuador,2013,male,7010035,490,6.989979365,6769
1453,Ecuador,2014,female,7166120,167,2.33041032,7116
1454,Ecuador,2014,male,7129025,567,7.953401763,7116
1455,Ecuador,2015,female,7286798,266,3.650437407,6832
1456,Ecuador,2015,male,7247226,807,11.13529508,6832
1457,Ecuador,2017,female,100181664,241,0.240562984,6213.503127
1458,Ecuador,2017,male,100181664,943,0.941290015,6213.503127
1459,Ecuador,2018,female,102094032,266,0.260544123,6295.934662
1460,Ecuador,2018,male,102094032,955,0.93541217,6295.934662
1461,Ecuador,2019,female,104062440,246,0.236396533,6222.524653
1462,Ecuador,2019,male,104062440,948,0.910991516,6222.524653
1463,Ecuador,2020,female,105531570,219,0.207520839,5600.389615
1464,Ecuador,2020,male,105531570,852,0.807341348,5600.389615
1465,Egypt,2017,female,610736316,15,0.002456052,2444.290387
1466,Egypt,2017,male,610736316,52,0.008514313,2444.290387
1467,Egypt,2018,female,622444590,23,0.003695108,2537.125185
1468,Egypt,2018,male,622444590,63,0.010121383,2537.125185
1469,Egypt,2019,female,633712026,18,0.002840407,3019.092283
1470,Egypt,2019,male,633712026,54,0.008521221,3019.092283
1471,El Salvador,1990,female,2324156,196,8.433168858,1068
1472,El Salvador,1990,male,2186396,375,17.15151327,1068
1473,El Salvador,1991,female,2361039,154,6.522552148,1148
1474,El Salvador,1991,male,2215946,320,14.44078511,1148
1475,El Salvador,1992,female,2358400,147,6.233039349,1266
1476,El Salvador,1992,male,2233200,272,12.17983163,1266
1477,El Salvador,1993,female,2411200,152,6.303915063,1423
1478,El Salvador,1993,male,2283100,272,11.91362621,1423
1479,El Salvador,1995,female,2507182,202,8.056854269,1845
1480,El Salvador,1995,male,2329215,418,17.94596033,1845
1481,El Salvador,1996,female,2539710,168,6.614928476,1959
1482,El Salvador,1996,male,2352681,372,15.81174838,1959
1483,El Salvador,1997,female,2573093,198,7.695019185,2065
1484,El Salvador,1997,male,2376209,379,15.94977546,2065
1485,El Salvador,1998,female,2606834,167,6.406238372,2185
1486,El Salvador,1998,male,2399504,345,14.37797145,2185
1487,El Salvador,1999,female,2640454,169,6.400414474,2229
1488,El Salvador,1999,male,2422305,346,14.28391553,2229
1489,El Salvador,2000,female,2673637,142,5.311117403,2303
1490,El Salvador,2000,male,2444552,319,13.04942583,2303
1491,El Salvador,2001,female,2707534,152,5.613964589,2373
1492,El Salvador,2001,male,2467560,362,14.67036263,2373
1493,El Salvador,2002,female,2740914,132,4.815911772,2421
1494,El Salvador,2002,male,2489544,304,12.21107159,2421
1495,El Salvador,2003,female,2773305,139,5.012070436,2507
1496,El Salvador,2003,male,2510237,388,15.45670787,2507
1497,El Salvador,2004,female,2803991,115,4.101297044,2573
1498,El Salvador,2004,male,2529179,349,13.79894424,2573
1499,El Salvador,2005,female,2832655,118,4.165703201,2733
1500,El Salvador,2005,male,2546224,337,13.23528488,2733
1501,El Salvador,2006,female,2863370,118,4.121018241,2947
1502,El Salvador,2006,male,2565674,293,11.42000114,2947
1503,El Salvador,2007,female,2888372,112,3.877616872,3111
1504,El Salvador,2007,male,2579489,389,15.08050626,3111
1505,El Salvador,2008,female,2909566,116,3.986848898,3271
1506,El Salvador,2008,male,2589721,374,14.44171013,3271
1507,El Salvador,2009,female,2929715,113,3.857030462,3184
1508,El Salvador,2009,male,2599195,393,15.12006602,3184
1509,El Salvador,2010,female,2950680,95,3.219596839,3318
1510,El Salvador,2010,male,2609773,304,11.64852269,3318
1511,El Salvador,2011,female,2968446,118,3.975143897,3631
1512,El Salvador,2011,male,2617339,367,14.02187489,3631
1513,El Salvador,2012,female,2989691,116,3.879999639,3806
1514,El Salvador,2012,male,2629132,396,15.06200525,3806
1515,El Salvador,2013,female,3013311,98,3.252236493,3885
1516,El Salvador,2013,male,2643939,386,14.59942911,3885
1517,El Salvador,2014,female,3037035,108,3.556099946,3965
1518,El Salvador,2014,male,2659294,278,10.45390243,3965
1519,El Salvador,2017,female,37599924,61,0.16223437,3910.254403
1520,El Salvador,2017,male,37599924,206,0.547873448,3910.254403
1521,El Salvador,2018,female,37658052,46,0.122151831,4052.624775
1522,El Salvador,2018,male,37658052,186,0.493918273,4052.624775
1523,Estonia,1995,female,732405,128,17.47666933,3224
1524,Estonia,1995,male,624246,466,74.65005783,3224
1525,Estonia,1996,female,725418,112,15.43937426,3536
1526,Estonia,1996,male,616784,433,70.2028587,3536
1527,Estonia,1997,female,720048,91,12.63804635,3806
1528,Estonia,1997,male,611186,431,70.51863099,3806
1529,Estonia,1998,female,715181,81,11.32580424,4250
1530,Estonia,1998,male,606538,396,65.28857219,4250
1531,Estonia,1999,female,710815,93,13.08357308,4361
1532,Estonia,1999,male,602383,375,62.25275282,4361
1533,Estonia,2000,female,715455,88,12.29986512,4262
1534,Estonia,2000,male,618720,289,46.7093354,4262
1535,Estonia,2001,female,711200,86,12.09223847,4711
1536,Estonia,2001,male,614410,315,51.2686968,4711
1537,Estonia,2002,female,706835,72,10.1862528,5561
1538,Estonia,2002,male,609855,299,49.02804765,5561
1539,Estonia,2003,female,702060,66,9.400905905,7523
1540,Estonia,2003,male,605100,276,45.61229549,7523
1541,Estonia,2004,female,697335,59,8.460782838,9293
1542,Estonia,2004,male,600315,264,43.97691212,9293
1543,Estonia,2005,female,692660,53,7.65166171,10870
1544,Estonia,2005,male,595835,220,36.92297364,10870
1545,Estonia,2006,female,687665,56,8.143500105,13264
1546,Estonia,2006,male,591250,191,32.30443975,13264
1547,Estonia,2007,female,683390,46,6.731149124,17504
1548,Estonia,2007,male,587025,205,34.92185171,17504
1549,Estonia,2008,female,679985,53,7.79428958,19141
1550,Estonia,2008,male,584020,189,32.36190541,19141
1551,Estonia,2009,female,676875,49,7.239150508,15609
1552,Estonia,2009,male,582135,220,37.79192112,15609
1553,Estonia,2010,female,673735,42,6.233905022,15540
1554,Estonia,2010,male,580490,181,31.18055436,15540
1555,Estonia,2011,female,670591,40,5.964887689,18545
1556,Estonia,2011,male,578836,178,30.75136999,18545
1557,Estonia,2012,female,670869,47,7.005838696,18411
1558,Estonia,2012,male,580762,190,32.71563911,18411
1559,Estonia,2013,female,665983,47,7.057237197,20221
1560,Estonia,2013,male,577113,171,29.63024572,20221
1561,Estonia,2014,female,664500,48,7.223476298,21117
1562,Estonia,2014,male,577352,193,33.42848037,21117
1563,Estonia,2015,female,664414,36,5.418308464,18149
1564,Estonia,2015,male,579036,159,27.45943257,18149
1565,Estonia,2017,female,7904304,54,0.683172105,20387.28315
1566,Estonia,2017,male,7904304,172,2.176029667,20387.28315
1567,Estonia,2018,female,7931862,46,0.57993949,23052.30126
1568,Estonia,2018,male,7931862,150,1.891107031,23052.30126
1569,Estonia,2019,female,7961388,43,0.540106826,23397.12001
1570,Estonia,2019,male,7961388,150,1.884093578,23397.12001
1571,Estonia,2020,female,7977132,46,0.576648349,23027.027
1572,Estonia,2020,male,7977132,164,2.055876724,23027.027
1573,Fiji,2001,female,354477,8,2.256846001,2307
1574,Fiji,2001,male,364982,28,7.671611203,2307
1575,Fiji,2002,female,355999,16,4.494394647,2548
1576,Fiji,2002,male,367188,26,7.080841422,2548
1577,Fiji,2003,female,356811,4,1.121041672,3192
1578,Fiji,2003,male,368780,6,1.626986279,3192
1579,Fiji,2004,female,357833,8,2.235679772,3744
1580,Fiji,2004,male,370575,16,4.317614518,3744
1581,Fiji,2005,female,359588,6,1.668576259,4104
1582,Fiji,2005,male,373019,16,4.289325745,4104
1583,Fiji,2006,female,361855,9,2.487184093,4206
1584,Fiji,2006,male,375904,15,3.990380523,4206
1585,Fiji,2007,female,365256,3,0.821341744,4570
1586,Fiji,2007,male,379799,10,2.632971651,4570
1587,Fiji,2008,female,369386,12,3.24863422,4675
1588,Fiji,2008,male,384272,25,6.505808386,4675
1589,Fiji,2009,female,373675,7,1.873285609,3765
1590,Fiji,2009,male,388728,19,4.887736412,3765
1591,Fiji,2011,female,380724,8,2.101259705,4862
1592,Fiji,2011,male,395601,30,7.583398424,4862
1593,Fiji,2012,female,384235,10,2.602573946,5073
1594,Fiji,2012,male,398704,22,5.517877924,5073
1595,Finland,1987,female,2387200,298,12.48324397,19861
1596,Finland,1987,male,2226900,1065,47.82432979,19861
1597,Finland,1988,female,2396300,295,12.31064558,23546
1598,Finland,1988,male,2237300,1107,49.47928306,23546
1599,Finland,1989,female,2405700,295,12.26254313,25582
1600,Finland,1989,male,2248600,1118,49.71982567,25582
1601,Finland,1990,female,2414700,319,13.21075082,30271
1602,Finland,1990,male,2260400,1193,52.77826933,30271
1603,Finland,1991,female,2425100,303,12.49433013,27214
1604,Finland,1991,male,2273400,1190,52.34450603,27214
1605,Finland,1992,female,2434600,295,12.1169802,23857
1606,Finland,1992,male,2286300,1156,50.56204348,23857
1607,Finland,1993,female,2443500,291,11.90914672,18826
1608,Finland,1993,male,2297500,1106,48.13928183,18826
1609,Finland,1994,female,2452200,307,12.51937036,21699
1610,Finland,1994,male,2309400,1080,46.76539361,21699
1611,Finland,1995,female,2461000,308,12.51523771,28068
1612,Finland,1995,male,2320300,1080,46.5457053,28068
1613,Finland,1996,female,2470500,282,11.41469338,27508
1614,Finland,1996,male,2331700,965,41.38611314,27508
1615,Finland,1997,female,2479800,284,11.45253649,26296
1616,Finland,1997,male,2343400,1038,44.29461466,26296
1617,Finland,1998,female,2489433,266,10.68516405,27646
1618,Finland,1998,male,2355240,962,40.84509434,27646
1619,Finland,1999,female,2498287,253,10.12693898,27800
1620,Finland,1999,male,2365968,954,40.32176259,27800
1621,Finland,2000,female,2505936,292,11.6523327,25716
1622,Finland,2000,male,2375884,873,36.74421815,25716
1623,Finland,2001,female,2513156,271,10.7832542,26383
1624,Finland,2001,male,2385827,933,39.10593685,26383
1625,Finland,2002,female,2520068,271,10.75367808,28390
1626,Finland,2002,male,2395546,824,34.39716875,28390
1627,Finland,2003,female,2525902,260,10.29335263,34701
1628,Finland,2003,male,2403954,815,33.902479,34701
1629,Finland,2004,female,2532379,252,9.951117112,39793
1630,Finland,2004,male,2412386,812,33.65962164,39793
1631,Finland,2005,female,2540007,270,10.62989196,41202
1632,Finland,2005,male,2421777,724,29.89540325,41202
1633,Finland,2006,female,2548058,259,10.16460379,43487
1634,Finland,2006,male,2431682,803,33.02241,43487
1635,Finland,2007,female,2556619,244,9.543854599,51089
1636,Finland,2007,male,2442234,751,30.75053414,51089
1637,Finland,2008,female,2565736,232,9.042239732,56521
1638,Finland,2008,male,2454360,801,32.63579915,56521
1639,Finland,2009,female,2575455,273,10.60006873,49878
1640,Finland,2009,male,2466861,761,30.84892096,49878
1641,Finland,2010,female,2584968,236,9.129706828,48939
1642,Finland,2010,male,2478526,718,28.96883067,48939
1643,Finland,2011,female,2595065,202,7.78400541,53809
1644,Finland,2011,male,2490920,710,28.5035248,53809
1645,Finland,2012,female,2605948,218,8.365477746,50232
1646,Finland,2012,male,2504502,655,26.15290385,50232
1647,Finland,2013,female,2617028,221,8.444693752,52572
1648,Finland,2013,male,2518405,666,26.44530963,52572
1649,Finland,2014,female,2628022,190,7.229772049,52832
1650,Finland,2014,male,2531922,599,23.65791679,52832
1651,Finland,2015,female,2637592,173,6.559012918,44862
1652,Finland,2015,male,2544205,558,21.93219493,44862
1653,Finland,2017,female,33049284,213,0.644492026,46297.49635
1654,Finland,2017,male,33049284,611,1.848754121,46297.49635
1655,Finland,2018,female,33093150,192,0.580180491,49964.49991
1656,Finland,2018,male,33093150,618,1.867455954,49964.49991
1657,Finland,2019,female,33129636,179,0.540301741,48628.64176
1658,Finland,2019,male,33129636,567,1.711458587,48628.64176
1659,France,1985,female,26422100,3603,13.63631203,10765
1660,France,1985,male,24960500,8898,35.64832435,10765
1661,France,1986,female,26558500,3657,13.76960295,14940
1662,France,1986,male,25079100,8872,35.37607011,14940
1663,France,1987,female,26702400,3574,13.38456468,17999
1664,France,1987,male,25198400,8587,34.07756048,17999
1665,France,1988,female,26838800,3365,12.53781838,19534
1666,France,1988,male,25318800,8234,32.52128853,19534
1667,France,1989,female,26969100,3372,12.5031981,19558
1668,France,1989,male,25448800,8343,32.78347113,19558
1669,France,1990,female,27263800,3225,11.82887198,23968
1670,France,1990,male,25689100,8178,31.83451347,23968
1671,France,1991,female,27429500,3281,11.96157422,23821
1672,France,1991,male,25853400,8221,31.79852553,23821
1673,France,1992,female,27599900,3202,11.60149131,26136
1674,France,1992,male,26022400,8442,32.44128136,26136
1675,France,1993,female,27764200,3390,12.20996823,24521
1676,France,1993,male,26181200,8861,33.84489634,24521
1677,France,1994,female,27920500,3169,11.35008327,25697
1678,France,1994,male,26326600,8872,33.69975614,25697
1679,France,1995,female,28066100,3214,11.45153762,29363
1680,France,1995,male,26462400,8605,32.51783663,29363
1681,France,1996,female,28200800,3105,11.01032595,29305
1682,France,1996,male,26590800,8174,30.73995517,29305
1683,France,1997,female,28330500,3040,10.73048481,26394
1684,France,1997,male,26715000,8099,30.3163017,26394
1685,France,1998,female,28450500,2763,9.711604365,27190
1686,France,1998,male,26830200,7771,28.96363054,27190
1687,France,1999,female,28407095,2841,10.00102263,27118
1688,France,1999,male,26636298,7427,27.88300386,27118
1689,France,2000,female,28519605,2874,10.07727842,24648
1690,France,2000,male,26748019,7975,29.81529212,24648
1691,France,2001,female,28641493,2789,9.737620871,24796
1692,France,2001,male,26869779,7660,28.5078638,24796
1693,France,2002,female,28861173,2915,10.10007459,26714
1694,France,2002,male,27074344,7728,28.54362787,26714
1695,France,2003,female,29075425,2833,9.743623696,32656
1696,France,2003,male,27284977,8038,29.45943477,32656
1697,France,2004,female,29305421,2949,10.06298459,37240
1698,France,2004,male,27508501,7855,28.55480929,37240
1699,France,2005,female,29482686,2884,9.782012399,38420
1700,France,2005,male,27678001,7829,28.2860023,38420
1701,France,2006,female,29938048,2830,9.452854107,40097
1702,France,2006,male,27886399,7593,27.22832733,40097
1703,France,2007,female,30108155,2708,8.994240929,45682
1704,France,2007,male,28058856,7419,26.4408499,45682
1705,France,2008,female,30268224,2734,9.032574888,49901
1706,France,2008,male,28214743,7619,27.00361297,49901
1707,France,2009,female,30413079,2734,8.989553475,45775
1708,France,2009,male,28357648,7765,27.38238376,45775
1709,France,2010,female,30554559,2738,8.961019532,44747
1710,France,2010,male,28501724,7641,26.80890461,44747
1711,France,2011,female,30698311,2618,8.528156484,48217
1712,France,2011,male,28646332,7790,27.19370843,48217
1713,France,2012,female,30843165,2417,7.83642016,45002
1714,France,2012,male,28795292,7326,25.441659,45002
1715,France,2013,female,30982964,2375,7.665502887,46922
1716,France,2013,male,28927105,7225,24.97657474,46922
1717,France,2014,female,31162818,2220,7.123874356,47318
1718,France,2014,male,29113136,6661,22.87970626,47318
1719,Georgia,1990,female,2639700,56,2.121453195,1555
1720,Georgia,1990,male,2346700,140,5.965824349,1555
1721,Georgia,1991,female,2657650,51,1.91898858,1267
1722,Georgia,1991,male,2360900,123,5.209877589,1267
1723,Georgia,1992,female,2642550,53,2.005638493,740
1724,Georgia,1992,male,2346150,151,6.436076125,740
1725,Georgia,1994,female,2395850,33,1.377381723,556
1726,Georgia,1994,male,2123050,90,4.239184193,556
1727,Georgia,1995,female,2339500,32,1.367813635,611
1728,Georgia,1995,male,2071350,106,5.117435489,611
1729,Georgia,1996,female,2287250,38,1.661383758,718
1730,Georgia,1996,male,2023100,124,6.129207652,718
1731,Georgia,1997,female,2251250,35,1.554691838,828
1732,Georgia,1997,male,1989350,141,7.087742227,828
1733,Georgia,1998,female,2235350,30,1.342071711,858
1734,Georgia,1998,male,1973900,118,5.978013071,858
1735,Georgia,1999,female,2224700,42,1.887894997,669
1736,Georgia,1999,male,1963050,147,7.488347215,669
1737,Georgia,2000,female,2213850,28,1.264765002,734
1738,Georgia,2000,male,1951750,102,5.22607916,734
1739,Georgia,2001,female,2201100,27,1.226659398,777
1740,Georgia,2001,male,1939850,73,3.763177565,777
1741,Georgia,2004,female,2175650,28,1.28697171,1253
1742,Georgia,2004,male,1914200,147,7.679448334,1253
1743,Georgia,2005,female,2192400,18,0.821018062,1552
1744,Georgia,2005,male,1939600,69,3.557434523,1552
1745,Georgia,2006,female,2206750,13,0.58910162,1859
1746,Georgia,2006,male,1959750,59,3.010588085,1859
1747,Georgia,2007,female,2199150,20,0.909442285,2448
1748,Georgia,2007,male,1955750,84,4.295027483,2448
1749,Georgia,2009,female,2198300,39,1.774098167,2589
1750,Georgia,2009,male,1960450,149,7.60029585,2589
1751,Georgia,2010,female,2212000,16,0.723327306,2775
1752,Georgia,2010,male,1981800,96,4.844081138,2775
1753,Georgia,2011,female,2215200,15,0.677139762,3435
1754,Georgia,2011,male,1987400,84,4.226627755,3435
1755,Georgia,2012,female,2212200,13,0.587650303,3772
1756,Georgia,2012,male,1988700,91,4.575853573,3772
1757,Georgia,2013,female,2206300,23,1.042469292,3850
1758,Georgia,2013,male,1986300,134,6.746211549,3850
1759,Georgia,2014,female,1826400,36,1.97109067,4757
1760,Georgia,2014,male,1644200,158,9.609536553,4757
1761,Georgia,2015,female,1816600,48,2.6422988,4046
