,country,year,sex,total_pop,total_suicides,suicide_rate,gdp
3317,Norway,2002,female,2145458,132,6.152532466,46049
3318,Norway,2002,male,2098231,362,17.25262852,46049
3319,Norway,2003,female,2159769,128,5.926559739,53533
3320,Norway,2003,male,2113355,374,17.69697945,53533
3321,Norway,2004,female,2173634,170,7.821003904,61450
3322,Norway,2004,male,2128326,359,16.86771669,61450
3323,Norway,2005,female,2189247,173,7.902260458,71215
3324,Norway,2005,male,2145845,360,16.77660782,71215
3325,Norway,2006,female,2205537,141,6.393000888,79007
3326,Norway,2006,male,2166566,391,18.04699234,79007
3327,Norway,2007,female,2223726,149,6.700465795,90797
3328,Norway,2007,male,2193643,336,15.3169864,90797
3329,Norway,2008,female,2246250,158,7.033945465,103431
3330,Norway,2008,male,2225839,347,15.5896271,103431
3331,Norway,2009,female,2270994,157,6.913272338,85394
3332,Norway,2009,male,2256542,416,18.43528727,85394
3333,Norway,2010,female,2296246,164,7.142091919,93638
3334,Norway,2010,male,2286639,384,16.7932061,93638
3335,Norway,2011,female,2322494,164,7.06137454,107430
3336,Norway,2011,male,2320806,434,18.70039977,107430
3337,Norway,2012,female,2349455,146,6.214207125,108408
3338,Norway,2012,male,2357130,369,15.65463084,108408
3339,Norway,2013,female,2376370,176,7.406254077,109804
3340,Norway,2013,male,2391235,378,15.80773115,109804
3341,Norway,2014,female,2403201,147,6.116841662,103443
3342,Norway,2014,male,2423977,401,16.54306126,103443
3343,Norway,2015,female,2428440,190,7.823952826,79187
3344,Norway,2015,male,2454469,400,16.29680391,79187
3345,Oman,2009,female,1036999,0,0,18557
3346,Oman,2009,male,1570550,13,0.827735507,18557
3347,Oman,2010,female,1063959,0,0,21337
3348,Oman,2010,male,1684481,13,0.771751062,21337
3349,Oman,2014,female,1235694,0,0,22328
3350,Oman,2014,male,2395404,7,0.29222628,22328
3351,Panama,1985,female,932300,12,1.287139333,3443
3352,Panama,1985,male,967400,44,4.548273723,3443
3353,Panama,1986,female,952100,15,1.575464762,3504
3354,Panama,1986,male,987800,67,6.782749544,3504
3355,Panama,1987,female,972100,21,2.160271577,3447
3356,Panama,1987,male,1008700,64,6.344800238,3447
3357,Panama,1988,female,1021576,21,2.055647353,2859
3358,Panama,1988,male,1042734,66,6.329514526,2859
3359,Panama,1989,female,1045811,9,0.860576146,2802
3360,Panama,1989,male,1066668,61,5.718742852,2802
3361,Panama,1996,female,1227521,15,1.221975021,3992
3362,Panama,1996,male,1245330,98,7.869400079,3992
3363,Panama,1997,female,1254337,21,1.674191226,4227
3364,Panama,1997,male,1271873,124,9.74940108,4227
3365,Panama,1998,female,1281030,24,1.873492424,4488
3366,Panama,1998,male,1298403,124,9.550193584,4488
3367,Panama,1999,female,1308069,19,1.452522764,4606
3368,Panama,1999,male,1325279,124,9.356520401,4606
3369,Panama,2000,female,1335775,19,1.422395239,4577
3370,Panama,2000,male,1352735,124,9.166614304,4577
3371,Panama,2001,female,1363197,23,1.687210286,4558
3372,Panama,2001,male,1379785,139,10.07403327,4558
3373,Panama,2002,female,1391925,30,2.155288539,4641
3374,Panama,2002,male,1408121,130,9.232161157,4641
3375,Panama,2003,female,1421610,21,1.477198388,4790
3376,Panama,2003,male,1437354,174,12.10557733,4790
3377,Panama,2004,female,1451621,34,2.342209158,5144
3378,Panama,2004,male,1466832,152,10.36246823,5144
3379,Panama,2005,female,1481520,24,1.619957881,5499
3380,Panama,2005,male,1496075,148,9.892552178,5499
3381,Panama,2006,female,1512148,13,0.859704209,5972
3382,Panama,2006,male,1525811,172,11.27269367,5972
3383,Panama,2007,female,1542223,21,1.361670783,6876
3384,Panama,2007,male,1554915,150,9.646829569,6876
3385,Panama,2008,female,1572009,32,2.035611755,7972
3386,Panama,2008,male,1583627,154,9.724512148,7972
3387,Panama,2009,female,1602015,28,1.747798866,8436
3388,Panama,2009,male,1612498,149,9.240321538,8436
3389,Panama,2010,female,1632558,21,1.286324896,8991
3390,Panama,2010,male,1641857,130,7.917863736,8991
3391,Panama,2011,female,1663084,19,1.142455823,10403
3392,Panama,2011,male,1671107,125,7.480071593,10403
3393,Panama,2012,female,1694247,18,1.06241888,11908
3394,Panama,2012,male,1700997,117,6.878319009,11908
3395,Panama,2013,female,1725944,13,0.753210996,13189
3396,Panama,2013,male,1731443,117,6.757369431,13189
3397,Panama,2014,female,1757982,20,1.137668076,14181
3398,Panama,2014,male,1762231,127,7.206773686,14181
3399,Panama,2015,female,1790195,19,1.061336893,15158
3400,Panama,2015,male,1793187,91,5.074763536,15158
3401,Panama,2017,female,24576378,15,0.061034217,15146.40851
3402,Panama,2017,male,24576378,109,0.443515314,15146.40851
3403,Panama,2018,female,24991530,14,0.056018979,15544.99908
3404,Panama,2018,male,24991530,96,0.384130143,15544.99908
3405,Panama,2019,female,25395192,8,0.031502026,15774.25494
3406,Panama,2019,male,25395192,93,0.366211053,15774.25494
3407,Paraguay,1985,female,1523789,27,1.771898865,964
3408,Paraguay,1985,male,1553525,36,2.317310632,964
3409,Paraguay,1986,female,1568407,23,1.466456092,1086
3410,Paraguay,1986,male,1599128,33,2.063624675,1086
3411,Paraguay,1987,female,1615187,23,1.423983724,1158
3412,Paraguay,1987,male,1646788,39,2.36824655,1158
3413,Paraguay,1989,female,1712963,19,1.109189165,1330
3414,Paraguay,1989,male,1746213,48,2.748805558,1330
3415,Paraguay,1990,female,1763025,50,2.836034656,1600
3416,Paraguay,1990,male,1797204,49,2.726457319,1600
3417,Paraguay,1991,female,1813802,27,1.488585854,1907
3418,Paraguay,1991,male,1849010,48,2.595983797,1907
3419,Paraguay,1994,female,1966462,27,1.373024244,1981
3420,Paraguay,1994,male,2006055,81,4.037775634,1981
3421,Paraguay,1995,female,2017743,35,1.734611395,2223
3422,Paraguay,1995,male,2059015,83,4.031053683,2223
3423,Paraguay,1996,female,2069181,30,1.449848998,2341
3424,Paraguay,1996,male,2112241,69,3.266672695,2341
3425,Paraguay,1997,female,2119964,41,1.933995106,2326
3426,Paraguay,1997,male,2165009,85,3.926080677,2326
3427,Paraguay,1998,female,2170486,45,2.073268383,2057
3428,Paraguay,1998,male,2217608,93,4.193707815,2057
3429,Paraguay,1999,female,2221514,55,2.475789034,1868
3430,Paraguay,1999,male,2270706,106,4.668151667,1868
3431,Paraguay,2000,female,2273480,47,2.067315305,1782
3432,Paraguay,2000,male,2324678,107,4.602787999,1782
3433,Paraguay,2001,female,2324146,54,2.32343407,1630
3434,Paraguay,2001,male,2377168,98,4.12255255,1630
3435,Paraguay,2002,female,2377555,66,2.775961019,1315
3436,Paraguay,2002,male,2432366,111,4.563457966,1315
3437,Paraguay,2003,female,2431891,45,1.850411881,1339
3438,Paraguay,2003,male,2488598,129,5.183641552,1339
3439,Paraguay,2004,female,2484221,77,3.099563203,1598
3440,Paraguay,2004,male,2543080,157,6.173616245,1598
3441,Paraguay,2005,female,2532541,84,3.316826855,1704
3442,Paraguay,2005,male,2593916,155,5.975521181,1704
3443,Paraguay,2006,female,2579483,69,2.674954632,2038
3444,Paraguay,2006,male,2643977,182,6.883569713,2038
3445,Paraguay,2007,female,2619623,68,2.595793364,2599
3446,Paraguay,2007,male,2687546,159,5.916177807,2599
3447,Paraguay,2008,female,2655347,62,2.334911407,3438
3448,Paraguay,2008,male,2726822,160,5.867636391,3438
3449,Paraguay,2009,female,2690679,70,2.601573803,2920
3450,Paraguay,2009,male,2765541,213,7.701928845,2920
3451,Paraguay,2010,female,2728394,63,2.309050672,3619
3452,Paraguay,2010,male,2806309,160,5.70143915,3619
3453,Paraguay,2011,female,2765218,76,2.748427068,4474
3454,Paraguay,2011,male,2845281,222,7.802392804,4474
3455,Paraguay,2012,female,2806603,88,3.135463049,4319
3456,Paraguay,2012,male,2888680,187,6.47354501,4319
3457,Paraguay,2013,female,2851189,76,2.665554616,5006
3458,Paraguay,2013,male,2935018,247,8.415621301,5006
3459,Paraguay,2014,female,2896221,110,3.798052704,5254
3460,Paraguay,2014,male,2981373,269,9.02268854,5254
3461,Paraguay,2017,female,38132424,93,0.243886935,5678.869972
3462,Paraguay,2017,male,38132424,264,0.692324202,5678.869972
3463,Paraguay,2018,female,38659968,112,0.289705361,5782.78455
3464,Paraguay,2018,male,38659968,329,0.851009499,5782.78455
3465,Paraguay,2019,female,39180156,122,0.311382119,5380.963322
3466,Paraguay,2019,male,39180156,371,0.946907919,5380.963322
3467,Peru,2017,female,189632916,111,0.058534142,6710.507602
3468,Peru,2017,male,189632916,273,0.143962349,6710.507602
3469,Peru,2018,female,193223664,156,0.080735453,6957.793411
3470,Peru,2018,male,193223664,371,0.192005468,6957.793411
3471,Philippines,1992,female,27453468,103,0.375180287,958
3472,Philippines,1992,male,27851216,244,0.876083831,958
3473,Philippines,1993,female,28195568,340,1.205863276,957
3474,Philippines,1993,male,28586001,506,1.770097188,957
3475,Philippines,1997,female,31207463,219,0.701755218,1312
3476,Philippines,1997,male,31565231,595,1.884985413,1312
3477,Philippines,1998,female,31952247,218,0.682268136,1124
3478,Philippines,1998,male,32300367,665,2.058800137,1124
3479,Philippines,1999,female,32704019,255,0.779720682,1262
3480,Philippines,1999,male,33036182,788,2.385263527,1262
3481,Philippines,2000,female,33467795,358,1.069685051,1205
3482,Philippines,2000,male,33775687,1045,3.093941509,1205
3483,Philippines,2001,female,34235281,277,0.809106839,1109
3484,Philippines,2001,male,34502811,927,2.686737611,1109
3485,Philippines,2002,female,35019189,302,0.862384334,1158
3486,Philippines,2002,male,35237254,999,2.835067681,1158
3487,Philippines,2003,female,35803799,402,1.122785881,1169
3488,Philippines,2003,male,35977690,1142,3.174189338,1169
3489,Philippines,2006,female,38107248,402,1.054917427,1599
3490,Philippines,2006,male,38328507,1386,3.616107458,1599
3491,Philippines,2007,female,38842114,406,1.045257217,1915
3492,Philippines,2007,male,39166540,1292,3.298734073,1915
3493,Philippines,2008,female,39572829,409,1.03353743,2188
3494,Philippines,2008,male,40023059,1411,3.525467656,2188
3495,Philippines,2009,female,40316546,525,1.302194885,2073
3496,Philippines,2009,male,40877309,1549,3.789388387,2073
3497,Philippines,2010,female,41064516,487,1.185938731,2412
3498,Philippines,2010,male,41696476,1629,3.906804978,2412
3499,Philippines,2011,female,41763891,570,1.364815362,2662
3500,Philippines,2011,male,42437876,1879,4.427648547,2662
3501,Philippines,2017,female,640431006,466,0.072763498,3123.245642
3502,Philippines,2017,male,640431006,1997,0.311821255,3123.245642
3503,Philippines,2018,female,651413016,575,0.088269652,3252.110274
3504,Philippines,2018,male,651413016,2408,0.36965795,3252.110274
3505,Philippines,2019,female,662284824,599,0.09044447,3485.340844
3506,Philippines,2019,male,662284824,2206,0.333089317,3485.340844
3507,Poland,1990,female,18100300,879,4.8562731,1876
3508,Poland,1990,male,17064500,4091,23.97374667,1876
3509,Poland,1991,female,18224000,868,4.762949956,2416
3510,Poland,1991,male,17172300,4448,25.90217967,2416
3511,Poland,1992,female,18335600,981,5.350247606,2650
3512,Poland,1992,male,17269800,4732,27.40043313,2650
3513,Poland,1993,female,18434100,983,5.332508774,2683
3514,Poland,1993,male,17358500,4641,26.73618112,2683
3515,Poland,1994,female,18521400,891,4.810651463,3081
3516,Poland,1994,male,17438600,4628,26.53882766,3081
3517,Poland,1995,female,18598000,937,5.038176148,3937
3518,Poland,1995,male,17506900,4562,26.05829701,3937
3519,Poland,1996,female,18671700,909,4.868330147,4413
3520,Poland,1996,male,17571600,4537,25.8200733,4413
3521,Poland,1999,female,18855200,884,4.688361831,4640
3522,Poland,1999,male,17720000,4895,27.6241535,4640
3523,Poland,2000,female,18728128,972,5.190054233,4744
3524,Poland,2000,male,17505216,4869,27.81456681,4744
3525,Poland,2001,female,18765042,850,4.529699427,5249
3526,Poland,2001,male,17530348,5005,28.55048856,5249
3527,Poland,2002,female,18797235,992,5.277371911,5466
3528,Poland,2002,male,17550263,4933,28.10784089,5466
3529,Poland,2003,female,18806031,888,4.721889483,5983
3530,Poland,2003,male,17547744,4948,28.19735688,5983
3531,Poland,2004,female,18822194,910,4.834717993,7014
3532,Poland,2004,male,17549402,5162,29.41410767,7014
3533,Poland,2005,female,18830139,907,4.816746175,8417
3534,Poland,2005,male,17541226,5138,29.29099711,8417
3535,Poland,2006,female,18829224,858,4.55674647,9485
3536,Poland,2006,male,17519008,4947,28.23790023,9485
3537,Poland,2007,female,18822217,812,4.314050784,11816
3538,Poland,2007,male,17488626,4472,25.57090534,11816
3539,Poland,2008,female,18806963,812,4.317549835,14721
3540,Poland,2008,male,17455748,4870,27.89911953,14721
3541,Poland,2009,female,18791724,946,5.034130982,12141
3542,Poland,2009,male,17431678,5531,31.72959023,12141
3543,Poland,2010,female,18639430,840,4.506575577,13304
3544,Poland,2010,male,17388361,5517,31.72811975,13304
3545,Poland,2011,female,18633510,760,4.078673315,14686
3546,Poland,2011,male,17374727,5353,30.80911717,14686
3547,Poland,2012,female,18639080,810,4.34570805,13894
3548,Poland,2012,male,17374366,5558,31.98965649,13894
3549,Poland,2013,female,18643732,840,4.505535694,14552
3550,Poland,2013,male,17379962,5378,30.943681,14552
3551,Poland,2014,female,18662670,811,4.345573275,15119
3552,Poland,2014,male,17396960,5123,29.44767362,15119
3553,Poland,2015,female,18675823,723,3.871315336,13228
3554,Poland,2015,male,17410752,4697,26.97758259,13228
3555,Poland,2017,female,227848956,601,0.263771233,13864.68176
3556,Poland,2017,male,227848956,4226,1.854737487,13864.68176
3557,Poland,2018,female,227848500,574,0.251921781,15468.48222
3558,Poland,2018,male,227848500,4152,1.822263478,15468.48222
3559,Poland,2019,female,227792850,610,0.267787158,15732.20313
3560,Poland,2019,male,227792850,4265,1.872315132,15732.20313
3561,Portugal,1985,female,4845198,290,5.985307515,2912
3562,Portugal,1985,male,4468732,693,15.50775477,2912
3563,Portugal,1986,female,4862795,269,5.531798071,4145
3564,Portugal,1986,male,4486453,672,14.97842505,4145
3565,Portugal,1987,female,4877213,251,5.146381755,5138
3566,Portugal,1987,male,4501776,709,15.74933982,5138
3567,Portugal,1988,female,4887406,196,4.010307308,5995
3568,Portugal,1988,male,4513075,623,13.80433518,5995
3569,Portugal,1989,female,4894185,198,4.045617401,6436
3570,Portugal,1989,male,4521085,549,12.14310282,6436
3571,Portugal,1990,female,4896164,228,4.656706761,8356
3572,Portugal,1990,male,4524650,642,14.18894279,8356
3573,Portugal,1991,female,4891250,234,4.784053156,9483
3574,Portugal,1991,male,4519257,708,15.66629205,9483
3575,Portugal,1992,female,4888217,236,4.827936239,11445
3576,Portugal,1992,male,4513340,630,13.95862045,11445
3577,Portugal,1993,female,4893712,194,3.964270885,10098
3578,Portugal,1993,male,4516370,586,12.97502198,10098
3579,Portugal,1994,female,4907522,175,3.565954467,10566
3580,Portugal,1994,male,4528487,587,12.96238678,10566
3581,Portugal,1995,female,4926933,227,4.607328738,12469
3582,Portugal,1995,male,4546911,582,12.79989866,12469
3583,Portugal,1996,female,4948213,162,3.273909187,12887
3584,Portugal,1996,male,4567747,491,10.74928187,12887
3585,Portugal,1997,female,4972623,145,2.915966081,12237
3586,Portugal,1997,male,4591956,483,10.51839347,12237
3587,Portugal,1998,female,4998918,140,2.800606051,12892
3588,Portugal,1998,male,4618192,416,9.007854156,12892
3589,Portugal,1999,female,5025529,138,2.745979577,13180
3590,Portugal,1999,male,4645828,407,8.760548174,13180
3591,Portugal,2000,female,5058567,107,2.115223541,12152
3592,Portugal,2000,male,4681518,417,8.907367226,12152
3593,Portugal,2001,female,5091951,175,3.436796623,12391
3594,Portugal,2001,male,4717585,586,12.42160979,12391
3595,Portugal,2002,female,5120188,263,5.136530143,13614
3596,Portugal,2002,male,4739644,947,19.98040359,13614
3597,Portugal,2003,female,5143508,267,5.191009716,16671
3598,Portugal,2003,male,4751501,889,18.70987715,16671
3599,Portugal,2007,female,5214745,269,5.158449742,24003
3600,Portugal,2007,male,4790968,751,15.67532908,24003
3601,Portugal,2008,female,5233267,244,4.66247948,26121
3602,Portugal,2008,male,4797373,794,16.55072474,26121
3603,Portugal,2009,female,5250251,222,4.228369272,24254
3604,Portugal,2009,male,4799667,803,16.73032733,24254
3605,Portugal,2010,female,5266750,265,5.031565956,23673
3606,Portugal,2010,male,4799878,834,17.37544163,23673
3607,Portugal,2011,female,5273456,223,4.228725906,24337
3608,Portugal,2011,male,4789359,794,16.57841895,24337
3609,Portugal,2012,female,5264323,217,4.122087493,21573
3610,Portugal,2012,male,4765073,859,18.02700609,21573
3611,Portugal,2013,female,5249446,241,4.590960646,22641
3612,Portugal,2013,male,4735628,811,17.12550057,22641
3613,Portugal,2014,female,5237049,298,5.690227454,23091
3614,Portugal,2014,male,4707384,924,19.62873647,23091
3615,Portugal,2017,female,61801800,274,0.443352783,21437.3475
3616,Portugal,2017,male,61801800,786,1.271807617,21437.3475
3617,Portugal,2018,female,61702932,259,0.419753149,23551.04829
3618,Portugal,2018,male,61702932,737,1.194432705,23551.04829
3619,Puerto Rico,1985,female,1587200,35,2.205141129,6582
3620,Puerto Rico,1985,male,1495300,234,15.64903364,6582
3621,Puerto Rico,1986,female,1621700,38,2.343220078,7002
3622,Puerto Rico,1986,male,1521500,272,17.87709497,7002
3623,Puerto Rico,1987,female,1645700,38,2.309047822,7533
3624,Puerto Rico,1987,male,1543700,234,15.1583857,7533
3625,Puerto Rico,1988,female,1669400,30,1.797052833,8155
3626,Puerto Rico,1988,male,1566200,284,18.13306091,8155
3627,Puerto Rico,1989,female,1694200,35,2.065871798,8576
3628,Puerto Rico,1989,male,1589600,292,18.36940111,8576
3629,Puerto Rico,1990,female,1653000,38,2.298850575,9552
3630,Puerto Rico,1990,male,1551000,333,21.47001934,9552
3631,Puerto Rico,1991,female,1669000,36,2.156980228,9974
3632,Puerto Rico,1991,male,1568200,319,20.34179314,9974
3633,Puerto Rico,1992,female,1705700,35,2.051943484,10533
3634,Puerto Rico,1992,male,1582200,279,17.63367463,10533
3635,Puerto Rico,1993,female,1721024,34,1.975568034,11146
