"","age","X","country","year","total_pop","total_suicides","suicide_rate","age_order"
"793","25-34 years",913,"Russian Federation",1997,20075900,9272,46.18472895,2
"794","25-34 years",919,"Russian Federation",1998,19789800,8536,43.13333131,2
"795","25-34 years",1890,"Uruguay",1997,454113,73,16.07529403,2
"796","25-34 years",1597,"Sweden",2011,1172020,153,13.05438474,2
"797","25-34 years",1603,"Sweden",2012,1190398,140,11.76077245,2
"798","25-34 years",1297,"South Africa",2003,7858118,73,0.928975615,2
"799","25-34 years",1471,"Sweden",1990,1181200,220,18.62512699,2
"800","25-34 years",1543,"Sweden",2002,1190202,137,11.51065113,2
"801","25-34 years",2064,"Uzbekistan",1998,3605900,396,10.98200172,2
"802","25-34 years",2070,"Uzbekistan",1999,3654312,459,12.56050387,2
"803","25-34 years",1740,"United States",2001,39607306,5070,12.80066864,2
"804","25-34 years",1495,"Sweden",1994,1243700,190,15.27699606,2
"805","25-34 years",1501,"Sweden",1995,1250000,173,13.84,2
"806","25-34 years",1507,"Sweden",1996,1253800,186,14.8349019,2
"807","25-34 years",2034,"Uzbekistan",1993,3478400,361,10.37833487,2
"808","25-34 years",1686,"United States",1992,42444800,6172,14.54123945,2
"809","25-34 years",1692,"United States",1993,41875400,6307,15.06134867,2
"810","25-34 years",1698,"United States",1994,41354200,6354,15.36482389,2
"811","25-34 years",752,"Norway",2012,657217,78,11.86822617,2
"812","25-34 years",865,"Russian Federation",1989,25218800,7683,30.46536711,2
"813","25-34 years",1303,"South Africa",2004,8021008,110,1.371398707,2
"814","25-34 years",1710,"United States",1996,40368200,5861,14.51885395,2
"815","25-34 years",2058,"Uzbekistan",1997,3554900,386,10.85825199,2
"816","25-34 years",2076,"Uzbekistan",2000,3708172,461,12.43200154,2
"817","25-34 years",1734,"United States",2000,39891724,4792,12.01251668,2
"818","25-34 years",1567,"Sweden",2006,1152058,120,10.41614224,2
"819","25-34 years",1573,"Sweden",2007,1148718,131,11.40401735,2
"820","25-34 years",1513,"Sweden",1997,1256200,167,13.29406146,2
"821","25-34 years",734,"Norway",2009,623844,95,15.22816602,2
"822","25-34 years",740,"Norway",2010,629424,86,13.6632858,2
"823","25-34 years",746,"Norway",2011,640810,96,14.98103962,2
"824","25-34 years",2046,"Uzbekistan",1995,3487500,355,10.17921147,2
"825","25-34 years",1704,"United States",1995,40873200,6292,15.39395007,2
"826","25-34 years",1537,"Sweden",2001,1210013,133,10.99161745,2
"827","25-34 years",1746,"United States",2002,39928304,5046,12.63765173,2
"828","25-34 years",1752,"United States",2003,39872598,5065,12.70295956,2
"829","25-34 years",1579,"Sweden",2008,1147890,138,12.02205786,2
"830","25-34 years",1585,"Sweden",2009,1149978,144,12.52197868,2
"831","25-34 years",1591,"Sweden",2010,1157811,137,11.8326739,2
"832","25-34 years",2040,"Uzbekistan",1994,3463600,341,9.845247719,2
"833","25-34 years",2142,"Uzbekistan",2014,5474388,480,8.768103393,2
"834","25-34 years",2148,"Uzbekistan",2017,5474388,557,10.17465331,2
"835","25-34 years",2052,"Uzbekistan",1996,3508500,433,12.34145646,2
"836","25-34 years",2082,"Uzbekistan",2001,3779757,486,12.85796944,2
"837","25-34 years",2094,"Uzbekistan",2003,3929516,358,9.110536768,2
"838","25-34 years",2118,"Uzbekistan",2010,4766431,328,6.881459104,2
"839","25-34 years",2124,"Uzbekistan",2011,4926345,410,8.322600224,2
"840","25-34 years",2130,"Uzbekistan",2012,5105145,438,8.579580012,2
"841","25-34 years",2136,"Uzbekistan",2013,5292468,474,8.956124062,2
"842","25-34 years",1519,"Sweden",1998,1253400,154,12.2865805,2
"843","25-34 years",1525,"Sweden",1999,1243519,148,11.90170798,2
"844","25-34 years",1531,"Sweden",2000,1228262,144,11.72388302,2
"845","25-34 years",2112,"Uzbekistan",2009,4609822,337,7.310477498,2
"846","25-34 years",2100,"Uzbekistan",2004,4016048,303,7.544730541,2
"847","25-34 years",2106,"Uzbekistan",2005,4106150,307,7.476589993,2
"848","25-34 years",2088,"Uzbekistan",2002,3857142,395,10.24074302,2
"849","35-54 years",261,"Belgium",1994,2702200,751,27.79216934,3
"850","35-54 years",255,"Belgium",1993,2661100,769,28.89782421,3
"851","35-54 years",405,"Italy",1985,14746600,1284,8.707091804,3
"852","35-54 years",962,"Russian Federation",2005,43272486,18154,41.95275492,3
"853","35-54 years",1052,"Singapore",1986,602300,88,14.61065914,3
"854","35-54 years",956,"Russian Federation",2004,43800597,20133,45.96512691,3
"855","35-54 years",855,"Qatar",2015,820935,28,3.410745065,3
"856","35-54 years",849,"Qatar",2014,786809,23,2.923199913,3
"857","35-54 years",1046,"Singapore",1985,577700,76,13.1556171,3
"858","35-54 years",273,"Belgium",1996,2804113,766,27.31701611,3
"859","35-54 years",1723,"United States",1998,79104800,11968,15.12929683,3
"860","35-54 years",249,"Belgium",1992,2621200,621,23.69143904,3
"861","35-54 years",267,"Belgium",1995,2748100,815,29.65685383,3
"862","35-54 years",213,"Belgium",1986,2458300,728,29.61396087,3
"863","35-54 years",225,"Belgium",1988,2481200,636,25.63275834,3
"864","35-54 years",1058,"Singapore",1987,629100,76,12.08075028,3
"865","35-54 years",243,"Belgium",1991,2582100,608,23.54672553,3
"866","35-54 years",1711,"United States",1996,75763000,11578,15.28186582,3
"867","35-54 years",1717,"United States",1997,77630600,11678,15.04303715,3
"868","35-54 years",231,"Belgium",1989,2511300,612,24.36984829,3
"869","35-54 years",1274,"South Africa",1999,9054823,90,0.993945437,3
"870","35-54 years",1064,"Singapore",1988,633400,97,15.31417746,3
"871","35-54 years",1070,"Singapore",1989,666300,105,15.75866727,3
"872","35-54 years",950,"Russian Federation",2003,44031816,21399,48.59894945,3
"873","35-54 years",1753,"United States",2003,85175193,13083,15.36010608,3
"874","35-54 years",279,"Belgium",1997,2836121,846,29.82947484,3
"875","35-54 years",207,"Belgium",1985,2444200,745,30.48032076,3
"876","35-54 years",219,"Belgium",1987,2461800,698,28.35323747,3
"877","35-54 years",1699,"United States",1994,71529900,10671,14.91823699,3
"878","35-54 years",237,"Belgium",1990,2544400,608,23.8956139,3
"879","35-54 years",938,"Russian Federation",2001,44523054,24182,54.31343501,3
"880","35-54 years",944,"Russian Federation",2002,44316356,23029,51.96501265,3
"881","35-54 years",759,"New Zealand",2012,1211500,199,16.42591828,3
"882","35-54 years",765,"New Zealand",2013,1218450,203,16.66051131,3
"883","35-54 years",1280,"South Africa",2000,9307426,97,1.042178579,3
"884","35-54 years",861,"Qatar",2016,855121,30,3.508275437,3
"885","35-54 years",1747,"United States",2002,85000543,13159,15.48107757,3
"886","35-54 years",1669,"United States",1989,61399000,8973,14.61424453,3
"887","35-54 years",1675,"United States",1990,62491500,9435,15.09805334,3
"888","35-54 years",1076,"Singapore",1990,708600,105,14.81795089,3
"889","35-54 years",1687,"United States",1992,67322000,10027,14.89409108,3
"890","35-54 years",1693,"United States",1993,69441400,10338,14.88737266,3
"891","35-54 years",1705,"United States",1995,73546400,10999,14.95518475,3
"892","35-54 years",747,"New Zealand",2010,1226970,206,16.78932655,3
"893","35-54 years",753,"New Zealand",2011,1220530,163,13.35485404,3
"894","35-54 years",321,"Belgium",2004,3058277,855,27.95691823,3
"895","35-54 years",327,"Belgium",2005,3073296,879,28.60121511,3
"896","35-54 years",1729,"United States",1999,80615007,11547,14.3236358,3
"897","35-54 years",1735,"United States",2000,82826479,11999,14.48691306,3
"898","35-54 years",1663,"United States",1988,59428000,8737,14.70182406,3
"899","35-54 years",51,"Australia",1993,4729600,684,14.46211096,3
"900","35-54 years",57,"Australia",1994,4841500,810,16.73035216,3
"901","35-54 years",357,"Belgium",2010,3125074,865,27.67934455,3
"902","35-54 years",285,"Belgium",1998,2911935,799,27.43879929,3
"903","35-54 years",291,"Belgium",1999,2954796,756,25.58552266,3
"904","35-54 years",741,"New Zealand",2009,1226340,186,15.16708254,3
"905","35-54 years",926,"Russian Federation",1999,43354200,23833,54.97275927,3
"906","35-54 years",315,"Belgium",2003,3047156,902,29.60137256,3
"907","35-54 years",1262,"South Africa",1997,8572622,28,0.32662119,3
"908","35-54 years",1268,"South Africa",1998,8811100,52,0.590164679,3
"909","35-54 years",687,"New Zealand",2000,1098500,143,13.01775148,3
"910","35-54 years",693,"New Zealand",2001,1110210,169,15.22234532,3
"911","35-54 years",1741,"United States",2001,84206859,12577,14.93583795,3
"912","35-54 years",1292,"South Africa",2002,9725200,76,0.781474931,3
"913","35-54 years",968,"Russian Federation",2006,42882055,16209,37.79902805,3
"914","35-54 years",974,"Russian Federation",2007,42553598,15241,35.81600785,3
"915","35-54 years",1681,"United States",1991,65012000,9750,14.99723128,3
"916","35-54 years",986,"Russian Federation",2009,41952007,13651,32.5395636,3
"917","35-54 years",992,"Russian Federation",2010,41680311,11984,28.75218469,3
"918","35-54 years",998,"Russian Federation",2011,41417994,10926,26.37983868,3
"919","35-54 years",932,"Russian Federation",2000,44208868,23989,54.26286871,3
"920","35-54 years",1010,"Russian Federation",2013,40869305,10269,25.12643658,3
"921","35-54 years",1016,"Russian Federation",2014,40869305,9402,23.00504009,3
"922","35-54 years",1022,"Russian Federation",2015,40985320,9289,22.66421245,3
"923","35-54 years",33,"Australia",1990,4375400,685,15.65571148,3
"924","35-54 years",1286,"South Africa",2001,9515276,120,1.261129998,3
"925","35-54 years",45,"Australia",1992,4617100,723,15.65918,3
"926","35-54 years",1376,"South Africa",2017,12462796,110,0.88262698,3
"927","35-54 years",1382,"South Africa",2018,12462796,81,0.649934413,3
"928","35-54 years",2143,"Uzbekistan",2014,7042133,626,8.889352132,3
"929","35-54 years",1082,"Singapore",1991,749000,79,10.54739653,3
"930","35-54 years",1088,"Singapore",1992,792000,85,10.73232323,3
"931","35-54 years",1094,"Singapore",1993,831800,84,10.09858139,3
"932","35-54 years",1004,"Russian Federation",2012,41153403,10327,25.09391508,3
"933","35-54 years",99,"Australia",2001,5630832,978,17.36865884,3
"934","35-54 years",105,"Australia",2002,5666121,957,16.88986169,3
"935","35-54 years",111,"Australia",2003,5709493,849,14.86997182,3
"936","35-54 years",117,"Australia",2004,5771043,838,14.52077207,3
"937","35-54 years",39,"Australia",1991,4498700,800,17.78291506,3
"938","35-54 years",339,"Belgium",2007,3107874,810,26.06283266,3
"939","35-54 years",345,"Belgium",2008,3118621,873,27.99314184,3
"940","35-54 years",351,"Belgium",2009,3123674,874,27.97987242,3
"941","35-54 years",141,"Australia",2009,6156578,976,15.85296247,3
"942","35-54 years",363,"Belgium",2011,3140498,854,27.19313943,3
"943","35-54 years",369,"Belgium",2012,3139666,834,26.56333508,3
"944","35-54 years",375,"Belgium",2013,3128834,785,25.08921854,3
"945","35-54 years",381,"Belgium",2014,3116061,762,24.45395003,3
"946","35-54 years",387,"Belgium",2015,3102456,750,24.17439603,3
"947","35-54 years",393,"Belgium",2017,3102456,645,20.78998058,3
"948","35-54 years",399,"Belgium",2018,3102456,657,21.17677092,3
"949","35-54 years",195,"Australia",2019,6352942,1243,19.48703451,3
"950","35-54 years",201,"Australia",2020,6352942,1118,19.48703451,3
"951","35-54 years",699,"New Zealand",2002,1124630,170,15.11608262,3
"952","35-54 years",705,"New Zealand",2003,1142560,199,17.41702843,3
"953","35-54 years",711,"New Zealand",2004,1168950,171,14.62851277,3
"954","35-54 years",717,"New Zealand",2005,1185030,187,15.78019122,3
"955","35-54 years",980,"Russian Federation",2008,42271321,13888,32.85442629,3
"956","35-54 years",723,"New Zealand",2006,1203860,188,15.6164338,3
"957","35-54 years",729,"New Zealand",2007,1215890,205,16.8600778,3
"958","35-54 years",735,"New Zealand",2008,1222600,191,15.62244397,3
"959","35-54 years",3,"Australia",1985,3739500,554,14.81481481,3
"960","35-54 years",9,"Australia",1986,3860100,656,16.99437838,3
"961","35-54 years",15,"Australia",1987,3981500,699,17.55619741,3
"962","35-54 years",21,"Australia",1988,4116100,689,16.73914628,3
"963","35-54 years",1028,"Russian Federation",2017,40985320,2493,6.082665696,3
"964","35-54 years",1034,"Russian Federation",2018,40985320,2408,5.875274367,3
"965","35-54 years",1040,"Russian Federation",2019,40985320,2311,5.638604261,3
"966","35-54 years",1705,"United Kingdom",1995,15364149,1591,10.35527578,3
"967","35-54 years",1711,"United Kingdom",1996,15686027,1539,9.81127981,3
"968","35-54 years",1717,"United Kingdom",1997,15986033,1538,9.620898443,3
"969","35-54 years",1759,"United States",2004,85727457,13544,15.79890559,3
"970","35-54 years",1765,"United States",2005,86344729,13541,15.68248596,3
"971","35-54 years",1771,"United States",2006,86945124,14017,16.12166313,3
"972","35-54 years",297,"Belgium",2000,2993537,842,28.12726217,3
"973","35-54 years",303,"Belgium",2001,3020042,934,30.92672221,3
"974","35-54 years",309,"Belgium",2002,3035568,878,28.92374673,3
"975","35-54 years",597,"New Zealand",1985,735800,86,11.68795868,3
"976","35-54 years",603,"New Zealand",1986,749900,131,17.46899587,3
"977","35-54 years",333,"Belgium",2006,3091350,845,27.33433613,3
"978","35-54 years",123,"Australia",2006,5829030,881,15.11400696,3
"979","35-54 years",129,"Australia",2007,6003225,906,15.09188811,3
"980","35-54 years",135,"Australia",2008,6082370,996,16.37519585,3
"981","35-54 years",585,"Italy",2015,18626811,1383,7.424781408,3
"982","35-54 years",591,"Italy",2017,18626811,1298,6.96844994,3
"983","35-54 years",1442,"Sri Lanka",2003,4927659,1701,34.51943408,3
"984","35-54 years",1448,"Sri Lanka",2006,5068798,1444,28.48801629,3
"985","35-54 years",914,"Russian Federation",1997,40960900,21792,53.20195601,3
"986","35-54 years",920,"Russian Federation",1998,42182900,20773,49.24507324,3
"987","35-54 years",1256,"South Africa",1996,8332971,44,0.528022958,3
"988","35-54 years",825,"Qatar",2010,639458,18,2.814883855,3
"989","35-54 years",831,"Qatar",2011,683490,21,3.072466313,3
"990","35-54 years",837,"Qatar",2012,720981,18,2.496598385,3
"991","35-54 years",843,"Qatar",2013,754306,13,1.723438498,3
"992","35-54 years",1628,"Sweden",2016,2557572,385,15.05333965,3
"993","35-54 years",1633,"Sweden",2017,2557572,337,13.17655964,3
"994","35-54 years",1639,"Sweden",2018,2557572,372,14.54504507,3
"995","35-54 years",2059,"Uzbekistan",1997,3969900,489,12.31769062,3
"996","35-54 years",2065,"Uzbekistan",1998,4192100,521,12.42813864,3
"997","35-54 years",2071,"Uzbekistan",1999,4434361,580,13.07967484,3
"998","35-54 years",2077,"Uzbekistan",2000,4670822,626,13.40235188,3
"999","35-54 years",2083,"Uzbekistan",2001,4882730,606,12.4110897,3
"1000","35-54 years",2089,"Uzbekistan",2002,5060946,489,9.662225205,3
"1001","35-54 years",2095,"Uzbekistan",2003,5232743,462,8.829021414,3
"1002","35-54 years",2101,"Uzbekistan",2004,5400760,420,7.776683282,3
"1003","35-54 years",27,"Australia",1989,4243600,605,14.25676313,3
"1004","35-54 years",1693,"United Kingdom",1993,14901854,1609,10.79731421,3
"1005","35-54 years",1699,"United Kingdom",1994,15119483,1566,10.35749701,3
"1006","35-54 years",2125,"Uzbekistan",2011,6608932,535,8.09510523,3
"1007","35-54 years",2131,"Uzbekistan",2012,6748069,493,7.305793702,3
"1008","35-54 years",2137,"Uzbekistan",2013,6894306,580,8.41273944,3
"1009","35-54 years",63,"Australia",1995,4979600,767,15.4028436,3
"1010","35-54 years",69,"Australia",1996,5119800,851,16.62174304,3
"1011","35-54 years",75,"Australia",1997,5246536,936,17.84034266,3
"1012","35-54 years",81,"Australia",1998,5368871,975,18.16024263,3
"1013","35-54 years",87,"Australia",1999,5468826,942,17.22490348,3
"1014","35-54 years",93,"Australia",2000,5552335,945,17.01986642,3
"1015","35-54 years",1765,"United Kingdom",2005,16952478,1764,10.40555841,3
"1016","35-54 years",1771,"United Kingdom",2006,17095494,1854,10.84496301,3
"1017","35-54 years",1777,"United Kingdom",2007,17228198,1686,9.786281769,3
"1018","35-54 years",609,"New Zealand",1987,766700,120,15.65149341,3
"1019","35-54 years",615,"New Zealand",1988,778500,116,14.90044958,3
"1020","35-54 years",621,"New Zealand",1989,794900,121,15.22204051,3
"1021","35-54 years",627,"New Zealand",1990,815800,128,15.69012013,3
"1022","35-54 years",633,"New Zealand",1991,861600,150,17.40947075,3
"1023","35-54 years",639,"New Zealand",1992,885700,136,15.35508637,3
"1024","35-54 years",645,"New Zealand",1993,910900,123,13.50312877,3
"1025","35-54 years",651,"New Zealand",1994,939800,129,13.72632475,3
"1026","35-54 years",657,"New Zealand",1995,970000,159,16.39175258,3
"1027","35-54 years",663,"New Zealand",1996,1001100,143,14.28428728,3
"1028","35-54 years",669,"New Zealand",1997,1026800,162,15.7771718,3
"1029","35-54 years",675,"New Zealand",1998,1054500,175,16.59554291,3
"1030","35-54 years",681,"New Zealand",1999,1082550,175,16.16553508,3
"1031","35-54 years",597,"Norway",1986,981000,204,20.79510703,3
"1032","35-54 years",609,"Norway",1988,1023100,233,22.77392239,3
"1033","35-54 years",411,"Italy",1986,14752300,1326,8.988428923,3
"1034","35-54 years",417,"Italy",1987,14776100,1216,8.229505756,3
"1035","35-54 years",423,"Italy",1988,14809700,1145,7.731419273,3
"1036","35-54 years",429,"Italy",1989,14853900,1147,7.721877756,3
"1037","35-54 years",1645,"United Kingdom",1985,13779174,1713,12.43180469,3
"1038","35-54 years",1651,"United Kingdom",1986,13883390,1576,11.35169436,3
"1039","35-54 years",1657,"United Kingdom",1987,13983301,1489,10.64841556,3
"1040","35-54 years",1663,"United Kingdom",1988,14116198,1635,11.58243884,3
"1041","35-54 years",1669,"United Kingdom",1989,14263998,1470,10.30566606,3
"1042","35-54 years",1675,"United Kingdom",1990,14389433,1606,11.16096791,3
"1043","35-54 years",2107,"Uzbekistan",2005,5548772,441,7.947704465,3
"1044","35-54 years",2113,"Uzbekistan",2009,6335956,469,7.402197869,3
"1045","35-54 years",2119,"Uzbekistan",2010,6481770,472,7.281961563,3
"1046","35-54 years",489,"Italy",1999,15623258,1113,7.12399424,3
"1047","35-54 years",495,"Italy",2000,15899603,1227,7.717173819,3
"1048","35-54 years",501,"Italy",2001,16186171,1190,7.35195495,3
"1049","35-54 years",699,"Norway",2003,1283083,179,13.95077325,3
"1050","35-54 years",2149,"Uzbekistan",2017,7042133,720,10.22417498,3
"1051","35-54 years",2155,"Uzbekistan",2018,7042133,680,9.656165256,3
"1052","35-54 years",2161,"Uzbekistan",2019,7042133,644,9.144956507,3
"1053","35-54 years",1777,"United States",2007,86599978,14503,16.74711742,3
"1054","35-54 years",1783,"United States",2008,85896329,14990,17.45126966,3
"1055","35-54 years",1789,"United States",2009,85769029,15277,17.81179078,3
"1056","35-54 years",1795,"United States",2010,85509738,15371,17.97573044,3
"1057","35-54 years",1801,"United States",2011,85051429,15457,18.17370993,3
"1058","35-54 years",1118,"Singapore",1997,981100,108,11.00805219,3
"1059","35-54 years",1783,"United Kingdom",2008,17311158,1861,10.75029181,3
"1060","35-54 years",1789,"United Kingdom",2009,17361655,1929,11.11069192,3
"1061","35-54 years",1795,"United Kingdom",2010,17380993,1844,10.60929027,3
"1062","35-54 years",1801,"United Kingdom",2011,17408669,2028,11.64936848,3
"1063","35-54 years",147,"Australia",2010,6209387,1044,16.81325387,3
"1064","35-54 years",153,"Australia",2011,6197054,934,15.07167761,3
"1065","35-54 years",159,"Australia",2012,6248283,1060,16.96466053,3
"1066","35-54 years",165,"Australia",2013,6290306,1029,16.35850466,3
"1067","35-54 years",171,"Australia",2014,6319816,1143,18.08596959,3
"1068","35-54 years",177,"Australia",2015,6352942,1238,19.48703451,3
"1069","35-54 years",183,"Australia",2017,6352942,1251,19.48703451,3
"1070","35-54 years",189,"Australia",2018,6352942,1183,19.48703451,3
"1071","35-54 years",1610,"Sweden",2013,2527744,383,15.15185082,3
"1072","35-54 years",1616,"Sweden",2014,2539543,373,14.687682,3
"1073","35-54 years",1622,"Sweden",2015,2539543,388,15.27833945,3
"1074","35-54 years",1645,"United States",1985,54352000,8158,15.00956727,3
"1075","35-54 years",1651,"United States",1986,55883000,8749,15.65592398,3
"1076","35-54 years",1298,"South Africa",2003,9932908,75,0.755065888,3
"1077","35-54 years",435,"Italy",1990,14921800,1119,7.499095283,3
"1078","35-54 years",441,"Italy",1991,14893400,1182,7.936401359,3
"1079","35-54 years",447,"Italy",1992,14949297,1255,8.395043593,3
"1080","35-54 years",453,"Italy",1993,15001238,1260,8.399306777,3
"1081","35-54 years",459,"Italy",1994,15014602,1174,7.819055077,3
"1082","35-54 years",465,"Italy",1995,15045456,1270,8.441086797,3
"1083","35-54 years",1681,"United Kingdom",1991,14535340,1678,11.5442776,3
"1084","35-54 years",1687,"United Kingdom",1992,14709377,1708,11.61164066,3
"1085","35-54 years",1352,"South Africa",2012,11639965,114,0.979384388,3
"1086","35-54 years",1358,"South Africa",2013,11907007,157,1.318551337,3
"1087","35-54 years",1364,"South Africa",2014,12181115,150,1.231414366,3
"1088","35-54 years",1370,"South Africa",2015,12462796,127,1.019032968,3
"1089","35-54 years",1460,"Sweden",1988,2240500,598,26.69047088,3
"1090","35-54 years",1723,"United Kingdom",1998,16256802,1614,9.928151921,3
"1091","35-54 years",1729,"United Kingdom",1999,16531763,1730,10.46470361,3
"1092","35-54 years",1735,"United Kingdom",2000,16825172,1743,10.35947805,3
"1093","35-54 years",1741,"United Kingdom",2001,16597071,1690,10.18251955,3
"1094","35-54 years",1747,"United Kingdom",2002,16655930,1699,10.20057121,3
"1095","35-54 years",1100,"Singapore",1994,868500,108,12.43523316,3
"1096","35-54 years",1106,"Singapore",1995,904500,142,15.69928137,3
"1097","35-54 years",1112,"Singapore",1996,941300,71,7.542760013,3
"1098","35-54 years",561,"Italy",2011,18243471,1440,7.893234791,3
"1099","35-54 years",567,"Italy",2012,18319587,1540,8.406303046,3
"1100","35-54 years",573,"Italy",2013,18579536,1497,8.057251807,3
"1101","35-54 years",579,"Italy",2014,18742724,1494,7.971093209,3
"1102","35-54 years",1424,"Sri Lanka",2000,4725991,1830,38.72203735,3
"1103","35-54 years",1430,"Sri Lanka",2001,4800168,1712,35.66541838,3
"1104","35-54 years",1436,"Sri Lanka",2002,4867626,1680,34.51374448,3
"1105","35-54 years",908,"Russian Federation",1996,40125900,23515,58.60304691,3
"1106","35-54 years",801,"Qatar",2006,330020,14,4.242167141,3
"1107","35-54 years",807,"Qatar",2007,386520,15,3.880782366,3
"1108","35-54 years",813,"Qatar",2008,461003,17,3.687611577,3
"1109","35-54 years",819,"Qatar",2009,547131,15,2.741573773,3
"1110","35-54 years",1604,"Sweden",2012,2521124,397,15.74694462,3
"1111","35-54 years",1915,"Uruguay",2001,784746,164,20.8984818,3
"1112","35-54 years",1921,"Uruguay",2002,788308,191,24.22910842,3
"1113","35-54 years",603,"Norway",1987,1000400,209,20.89164334,3
"1114","35-54 years",1939,"Uruguay",2005,797422,130,16.30253492,3
"1115","35-54 years",615,"Norway",1989,1046100,215,20.55252844,3
"1116","35-54 years",621,"Norway",1990,1069000,221,20.67352666,3
"1117","35-54 years",1304,"South Africa",2004,10132151,115,1.13500085,3
"1118","35-54 years",1310,"South Africa",2005,10320660,137,1.327434486,3
"1119","35-54 years",1316,"South Africa",2006,10491286,136,1.296313912,3
"1120","35-54 years",1322,"South Africa",2007,10649127,129,1.211366904,3
"1121","35-54 years",1328,"South Africa",2008,9815484,138,1.405941877,3
"1122","35-54 years",1334,"South Africa",2009,10959710,104,0.948930218,3
"1123","35-54 years",1340,"South Africa",2010,11131712,113,1.01511789,3
"1124","35-54 years",1346,"South Africa",2011,11380601,100,0.878688217,3
"1125","35-54 years",477,"Italy",1997,15240935,1212,7.95226802,3
"1126","35-54 years",483,"Italy",1998,15415669,1182,7.667523219,3
"1127","35-54 years",687,"Norway",2001,1268560,209,16.47537365,3
"1128","35-54 years",693,"Norway",2002,1274129,162,12.71456815,3
"1129","35-54 years",1454,"Sweden",1987,2209200,579,26.20858229,3
"1130","35-54 years",507,"Italy",2002,16416360,1226,7.468159811,3
"1131","35-54 years",513,"Italy",2003,16663810,1257,7.54329292,3
"1132","35-54 years",519,"Italy",2004,16804956,1222,7.271664383,3
"1133","35-54 years",525,"Italy",2005,17024863,1164,6.837059423,3
"1134","35-54 years",531,"Italy",2006,17493655,1183,6.762451872,3
"1135","35-54 years",537,"Italy",2007,17797716,1178,6.61882682,3
"1136","35-54 years",1753,"United Kingdom",2003,16714874,1692,10.12272064,3
"1137","35-54 years",1759,"United Kingdom",2004,16819365,1845,10.96949855,3
"1138","35-54 years",1831,"Uruguay",1985,683700,83,12.13982741,3
"1139","35-54 years",1807,"United States",2012,84564721,15620,18.47105958,3
"1140","35-54 years",1813,"United States",2013,84069533,15172,18.04696596,3
"1141","35-54 years",1819,"United States",2014,83600653,15473,18.50822864,3
"1142","35-54 years",1825,"United States",2015,83189819,15687,18.85687478,3
"1143","35-54 years",1861,"Uruguay",1990,697000,89,12.76901004,3
"1144","35-54 years",1807,"United Kingdom",2012,17525157,1990,11.35510512,3
"1145","35-54 years",1813,"United Kingdom",2013,17494041,2192,12.52998092,3
"1146","35-54 years",1819,"United Kingdom",2014,17515334,2154,12.29779575,3
"1147","35-54 years",1825,"United Kingdom",2015,17574384,2052,11.67608492,3
"1148","35-54 years",1831,"United Kingdom",2017,17574384,1916,10.90223134,3
"1149","35-54 years",1837,"United Kingdom",2018,17574384,1998,11.36881953,3
"1150","35-54 years",1843,"United Kingdom",2019,17574384,2001,11.38588983,3
"1151","35-54 years",1598,"Sweden",2011,2515974,366,14.54705017,3
"1152","35-54 years",2017,"Uzbekistan",1990,2999100,448,14.93781468,3
"1153","35-54 years",2023,"Uzbekistan",1991,3041400,424,13.94094825,3
"1154","35-54 years",2029,"Uzbekistan",1992,3190000,373,11.69278997,3
"1155","35-54 years",2035,"Uzbekistan",1993,3291100,392,11.91091125,3
"1156","35-54 years",2041,"Uzbekistan",1994,3512000,448,12.75626424,3
"1157","35-54 years",627,"Norway",1991,1093300,219,20.03109851,3
"1158","35-54 years",633,"Norway",1992,1117500,210,18.79194631,3
"1159","35-54 years",639,"Norway",1993,1140900,201,17.61767026,3
"1160","35-54 years",645,"Norway",1994,1163400,184,15.81571257,3
"1161","35-54 years",651,"Norway",1995,1183700,195,16.47376869,3
"1162","35-54 years",657,"Norway",1996,1203500,170,14.12546739,3
"1163","35-54 years",663,"Norway",1997,1222100,198,16.20162016,3
"1164","35-54 years",471,"Italy",1996,15090662,1306,8.65435857,3
"1165","35-54 years",669,"Norway",1998,1237900,186,15.02544632,3
"1166","35-54 years",675,"Norway",1999,1251486,196,15.66138175,3
"1167","35-54 years",681,"Norway",2000,1262371,201,15.922419,3
"1168","35-54 years",2011,"Uruguay",2019,864438,225,26.02847168,3
"1169","35-54 years",1855,"Uruguay",1989,703900,95,13.49623526,3
"1170","35-54 years",1466,"Sweden",1989,2273200,514,22.61129685,3
"1171","35-54 years",705,"Norway",2004,1294388,211,16.30114,3
"1172","35-54 years",711,"Norway",2005,1306805,197,15.07493467,3
"1173","35-54 years",717,"Norway",2006,1321341,196,14.83341545,3
"1174","35-54 years",723,"Norway",2007,1339083,189,14.11413632,3
"1175","35-54 years",729,"Norway",2008,1356763,186,13.70910026,3
"1176","35-54 years",543,"Italy",2008,18102536,1281,7.076356594,3
"1177","35-54 years",549,"Italy",2009,18356948,1387,7.555722226,3
"1178","35-54 years",555,"Italy",2010,18562003,1390,7.488415986,3
"1179","35-54 years",1837,"Uruguay",1986,688100,53,7.702368842,3
"1180","35-54 years",1843,"Uruguay",1987,693500,78,11.24729632,3
"1181","35-54 years",1849,"Uruguay",1988,698600,73,10.44947037,3
"1182","35-54 years",1933,"Uruguay",2004,793249,153,19.28776462,3
"1183","35-54 years",890,"Russian Federation",1993,38920400,23419,60.17152958,3
"1184","35-54 years",896,"Russian Federation",1994,39168500,25595,65.34587743,3
