"","age","X","country","year","total_pop","total_suicides","suicide_rate","age_order"
"1578","5-14 years",1778,"United Kingdom",2007,7128441,14,0.196396379,0
"1579","5-14 years",1784,"United Kingdom",2008,7053951,13,0.18429388,0
"1580","5-14 years",1790,"United Kingdom",2009,7017205,7,0.099754817,0
"1581","5-14 years",1796,"United Kingdom",2010,7013305,4,0.057034451,0
"1582","5-14 years",1802,"United Kingdom",2011,7023279,12,0.170860363,0
"1583","5-14 years",1293,"South Africa",2002,10223527,6,0.058688161,0
"1584","5-14 years",682,"New Zealand",1999,591510,6,1.014353096,0
"1585","5-14 years",688,"New Zealand",2000,595120,4,0.672133351,0
"1586","5-14 years",172,"Australia",2014,2894512,21,0.725510898,0
"1587","5-14 years",178,"Australia",2015,2935661,14,0.476894301,0
"1588","5-14 years",184,"Australia",2017,2935661,24,0.817533087,0
"1589","5-14 years",190,"Australia",2018,2935661,22,0.74940533,0
"1590","5-14 years",406,"Italy",1985,8000100,15,0.187497656,0
"1591","5-14 years",412,"Italy",1986,7730600,18,0.232840918,0
"1592","5-14 years",1389,"Sri Lanka",1985,3604000,126,3.496115427,0
"1593","5-14 years",1395,"Sri Lanka",1986,3668500,83,2.262505111,0
"1594","5-14 years",1401,"Sri Lanka",1996,3609772,63,1.745262582,0
"1595","5-14 years",1407,"Sri Lanka",1997,3550256,85,2.394193545,0
"1596","5-14 years",1413,"Sri Lanka",1998,3491297,92,2.635123852,0
"1597","5-14 years",1419,"Sri Lanka",1999,3435740,70,2.037406789,0
"1598","5-14 years",1658,"United Kingdom",1987,7060973,10,0.141623541,0
"1599","5-14 years",1664,"United Kingdom",1988,7011449,6,0.085574323,0
"1600","5-14 years",1994,"Uruguay",2015,494107,5,1.011926567,0
"1601","5-14 years",1233,"Singapore",2017,418840,1,0.238754656,0
"1602","5-14 years",2006,"Uruguay",2018,494107,7,1.416697193,0
"1603","5-14 years",784,"Qatar",2001,101586,0,0,0
"1604","5-14 years",1455,"Sweden",1987,1013400,2,0.197355437,0
"1605","5-14 years",1251,"Singapore",2020,418840,4,0.955018623,0
"1606","5-14 years",1856,"Uruguay",1989,550300,2,0.363438125,0
"1607","5-14 years",1862,"Uruguay",1990,539000,6,1.113172542,0
"1608","5-14 years",1868,"Uruguay",1993,525602,6,1.141548168,0
"1609","5-14 years",1874,"Uruguay",1994,524879,3,0.571560302,0
"1610","5-14 years",1047,"Singapore",1985,416300,3,0.720634158,0
"1611","5-14 years",1053,"Singapore",1986,412000,2,0.485436893,0
"1612","5-14 years",1059,"Singapore",1987,406900,0,0,0
"1613","5-14 years",1742,"United Kingdom",2001,7616921,7,0.091900651,0
"1614","5-14 years",1754,"United Kingdom",2003,7546012,4,0.053008132,0
"1615","5-14 years",1323,"South Africa",2007,10216969,8,0.078301109,0
"1616","5-14 years",1838,"Uruguay",1986,538000,2,0.371747212,0
"1617","5-14 years",1083,"Singapore",1991,406900,4,0.983042517,0
"1618","5-14 years",1850,"Uruguay",1988,546200,2,0.366166239,0
"1619","5-14 years",622,"Norway",1990,523200,4,0.764525994,0
"1620","5-14 years",628,"Norway",1991,520900,5,0.959877136,0
"1621","5-14 years",1958,"Uruguay",2008,521482,5,0.958805865,0
"1622","5-14 years",1964,"Uruguay",2009,516837,1,0.1934846,0
"1623","5-14 years",142,"Australia",2009,2763179,3,0.108570599,0
"1624","5-14 years",1299,"South Africa",2003,10223414,7,0.068470278,0
"1625","5-14 years",1305,"South Africa",2004,10217875,11,0.107654478,0
"1626","5-14 years",1311,"South Africa",2005,10204520,8,0.078396632,0
"1627","5-14 years",1317,"South Africa",2006,10208623,16,0.156730247,0
"1628","5-14 years",1071,"Singapore",1989,399300,2,0.500876534,0
"1629","5-14 years",1329,"South Africa",2008,10461795,7,0.066910124,0
"1630","5-14 years",1335,"South Africa",2009,10256188,8,0.07800169,0
"1631","5-14 years",1341,"South Africa",2010,10288779,10,0.097193263,0
"1632","5-14 years",1089,"Singapore",1992,406800,3,0.737463127,0
"1633","5-14 years",1095,"Singapore",1993,417100,1,0.239750659,0
"1634","5-14 years",1101,"Singapore",1994,430800,3,0.69637883,0
"1635","5-14 years",1107,"Singapore",1995,440200,2,0.454338937,0
"1636","5-14 years",1970,"Uruguay",2010,512271,4,0.780836706,0
"1637","5-14 years",1976,"Uruguay",2012,503926,3,0.595325504,0
"1638","5-14 years",1982,"Uruguay",2013,500420,8,1.598657128,0
"1639","5-14 years",1988,"Uruguay",2014,497193,1,0.201129139,0
"1640","5-14 years",1227,"Singapore",2015,418840,3,0.716263967,0
"1641","5-14 years",166,"Australia",2013,2853685,22,0.770933022,0
"1642","5-14 years",2000,"Uruguay",2017,494107,5,1.011926567,0
"1643","5-14 years",778,"Qatar",1995,90157,0,0,0
"1644","5-14 years",1245,"Singapore",2019,418840,3,0.716263967,0
"1645","5-14 years",616,"Norway",1989,529900,3,0.566144556,0
"1646","5-14 years",1934,"Uruguay",2004,539224,7,1.298161803,0
"1647","5-14 years",1940,"Uruguay",2005,535316,3,0.560416651,0
"1648","5-14 years",1946,"Uruguay",2006,530843,2,0.37675923,0
"1649","5-14 years",1113,"Singapore",1996,451600,4,0.885739593,0
"1650","5-14 years",1880,"Uruguay",1995,525574,2,0.380536328,0
"1651","5-14 years",148,"Australia",2010,2769182,11,0.397229218,0
"1652","5-14 years",154,"Australia",2011,2775499,16,0.576472915,0
"1653","5-14 years",1065,"Singapore",1988,402500,5,1.242236025,0
"1654","5-14 years",1814,"United Kingdom",2013,7293486,9,0.123397783,0
"1655","5-14 years",598,"Norway",1986,563200,7,1.242897727,0
"1656","5-14 years",1077,"Singapore",1990,404100,3,0.742390497,0
"1657","5-14 years",706,"New Zealand",2003,604670,5,0.826897316,0
"1658","5-14 years",610,"Norway",1988,539400,7,1.297738228,0
"1659","5-14 years",1844,"United Kingdom",2019,7503697,16,0.213228226,0
"1660","5-14 years",1922,"Uruguay",2002,545498,5,0.916593645,0
"1661","5-14 years",1928,"Uruguay",2003,542914,3,0.552573704,0
"1662","5-14 years",1952,"Uruguay",2007,526193,6,1.140266024,0
"1663","5-14 years",1203,"Singapore",2011,448600,0,0,0
"1664","5-14 years",1209,"Singapore",2012,439600,2,0.454959054,0
"1665","5-14 years",1215,"Singapore",2013,431948,0,0,0
"1666","5-14 years",160,"Australia",2012,2811182,16,0.569155608,0
"1667","5-14 years",1131,"Singapore",1999,484300,5,1.032417923,0
"1668","5-14 years",1820,"United Kingdom",2014,7381254,13,0.176121835,0
"1669","5-14 years",604,"Norway",1987,550400,5,0.908430233,0
"1670","5-14 years",1239,"Singapore",2018,418840,1,0.238754656,0
"1671","5-14 years",1904,"Uruguay",1999,541785,4,0.738300248,0
"1672","5-14 years",1838,"United Kingdom",2018,7503697,16,0.213228226,0
"1673","5-14 years",1916,"Uruguay",2001,546182,4,0.732356614,0
"1674","5-14 years",1167,"Singapore",2005,504900,3,0.594177065,0
"1675","5-14 years",1185,"Singapore",2008,477400,1,0.209467951,0
"1676","5-14 years",1191,"Singapore",2009,470100,5,1.063603489,0
"1677","5-14 years",1119,"Singapore",1997,461700,4,0.866363439,0
"1678","5-14 years",1886,"Uruguay",1996,527870,5,0.94720291,0
"1679","5-14 years",1221,"Singapore",2014,426586,2,0.46883864,0
"1680","5-14 years",1143,"Singapore",2001,501100,5,0.997804829,0
"1681","5-14 years",1137,"Singapore",2000,491900,6,1.219760114,0
"1682","5-14 years",1826,"United Kingdom",2015,7503697,10,0.133267641,0
"1683","5-14 years",1832,"United Kingdom",2017,7503697,16,0.213228226,0
"1684","5-14 years",1173,"Singapore",2006,501600,2,0.398724083,0
"1685","5-14 years",1149,"Singapore",2002,510900,0,0,0
"1686","5-14 years",1910,"Uruguay",2000,544683,4,0.734372103,0
"1687","5-14 years",1161,"Singapore",2004,504100,5,0.991866693,0
"1688","5-14 years",1808,"United Kingdom",2012,7217364,12,0.166265689,0
"1689","5-14 years",1179,"Singapore",2007,484900,0,0,0
"1690","5-14 years",1197,"Singapore",2010,460000,1,0.217391304,0
"1691","5-14 years",1892,"Uruguay",1997,532125,2,0.375851539,0
"1692","5-14 years",1898,"Uruguay",1998,537263,4,0.744514325,0
"1693","5-14 years",1125,"Singapore",1998,472000,3,0.63559322,0
"1694","5-14 years",1155,"Singapore",2003,513000,4,0.779727096,0
"1695","55-74 years",1600,"Sweden",2011,2137321,343,16.04812754,4
"1696","55-74 years",1588,"Sweden",2009,2077921,367,17.66188416,4
"1697","55-74 years",539,"Italy",2007,13353473,1159,8.679389998,4
"1698","55-74 years",575,"Italy",2013,13927430,1372,9.851063692,4
"1699","55-74 years",581,"Italy",2014,14119861,1222,8.654476131,4
"1700","55-74 years",155,"Australia",2011,4243924,484,11.40453976,4
"1701","55-74 years",569,"Italy",2012,13712129,1310,9.553585734,4
"1702","55-74 years",593,"Italy",2017,14230696,1250,8.783828985,4
"1703","55-74 years",1582,"Sweden",2008,2045994,351,17.15547553,4
"1704","55-74 years",1576,"Sweden",2007,2014172,321,15.93706992,4
"1705","55-74 years",1564,"Sweden",2005,1954326,374,19.13703241,4
"1706","55-74 years",527,"Italy",2005,13141103,1207,9.18492154,4
"1707","55-74 years",533,"Italy",2006,13259619,1142,8.612615491,4
"1708","55-74 years",545,"Italy",2008,13439767,1230,9.151944375,4
"1709","55-74 years",1624,"Sweden",2015,2209891,370,16.74290723,4
"1710","55-74 years",563,"Italy",2011,13612481,1294,9.505982047,4
"1711","55-74 years",1546,"Sweden",2002,1838744,354,19.2522722,4
"1712","55-74 years",1552,"Sweden",2003,1880441,317,16.85774773,4
"1713","55-74 years",587,"Italy",2015,14230696,1237,8.692477163,4
"1714","55-74 years",892,"Russian Federation",1993,27260300,13551,49.70965103,4
"1715","55-74 years",898,"Russian Federation",1994,27984000,14920,53.31618067,4
"1716","55-74 years",1570,"Sweden",2006,1984548,359,18.0897615,4
"1717","55-74 years",503,"Italy",2001,12559862,1274,10.14342355,4
"1718","55-74 years",922,"Russian Federation",1998,28104300,12600,44.83299709,4
"1719","55-74 years",928,"Russian Federation",1999,27126700,13681,50.43370554,4
"1720","55-74 years",1594,"Sweden",2010,2108012,368,17.45720613,4
"1721","55-74 years",149,"Australia",2010,4154625,464,11.16827632,4
"1722","55-74 years",1606,"Sweden",2012,2165018,345,15.93520239,4
"1723","55-74 years",557,"Italy",2010,13649995,1238,9.069600392,4
"1724","55-74 years",1540,"Sweden",2001,1795628,344,19.1576429,4
"1725","55-74 years",880,"Russian Federation",1991,25675900,9492,36.96851912,4
"1726","55-74 years",1558,"Sweden",2004,1919594,355,18.49349394,4
"1727","55-74 years",1641,"Sweden",2018,2227349,386,17.33001878,4
"1728","55-74 years",1671,"United States",1989,39775000,6617,16.63607794,4
"1729","55-74 years",101,"Australia",2001,3151716,377,11.96173767,4
"1730","55-74 years",904,"Russian Federation",1995,28520700,14651,51.36970691,4
"1731","55-74 years",515,"Italy",2003,12926500,1244,9.623641357,4
"1732","55-74 years",521,"Italy",2004,13046393,1210,9.274594135,4
"1733","55-74 years",743,"Norway",2010,968994,148,15.27357239,4
"1734","55-74 years",749,"Norway",2011,994719,142,14.27538833,4
"1735","55-74 years",761,"Norway",2013,1043136,144,13.80452789,4
"1736","55-74 years",1612,"Sweden",2013,2189197,381,17.40364161,4
"1737","55-74 years",1618,"Sweden",2014,2209891,325,14.7066077,4
"1738","55-74 years",1629,"Sweden",2016,2227349,336,15.08519769,4
"1739","55-74 years",886,"Russian Federation",1992,26525800,11147,42.02323775,4
"1740","55-74 years",89,"Australia",1999,2998789,389,12.97190299,4
"1741","55-74 years",95,"Australia",2000,3071680,368,11.98041463,4
"1742","55-74 years",197,"Australia",2019,4748773,730,15.37239198,4
"1743","55-74 years",1677,"United States",1990,39158200,6613,16.88790598,4
"1744","55-74 years",910,"Russian Federation",1996,28863600,13959,48.36195069,4
"1745","55-74 years",916,"Russian Federation",1997,28781100,13906,48.31642988,4
"1746","55-74 years",2067,"Uzbekistan",1998,1783100,202,11.32858505,4
"1747","55-74 years",2073,"Uzbekistan",1999,1741489,162,9.302384339,4
"1748","55-74 years",934,"Russian Federation",2000,26170796,12302,47.00659468,4
"1749","55-74 years",551,"Italy",2009,13538081,1227,9.063322933,4
"1750","55-74 years",773,"Norway",2015,1088399,181,16.62993075,4
"1751","55-74 years",1534,"Sweden",2000,1754000,321,18.30102623,4
"1752","55-74 years",1635,"Sweden",2017,2227349,367,16.47698677,4
"1753","55-74 years",185,"Australia",2017,4748773,755,15.89884376,4
"1754","55-74 years",191,"Australia",2018,4748773,738,15.54085655,4
"1755","55-74 years",491,"Italy",1999,12617644,1375,10.89743854,4
"1756","55-74 years",497,"Italy",2000,12598760,1232,9.77874013,4
"1757","55-74 years",245,"Belgium",1991,1989700,482,24.2247575,4
"1758","55-74 years",509,"Italy",2002,12760243,1268,9.937114834,4
"1759","55-74 years",737,"Norway",2009,943777,150,15.89358503,4
"1760","55-74 years",269,"Belgium",1995,2078200,577,27.76441151,4
"1761","55-74 years",275,"Belgium",1996,2056461,509,24.75125957,4
"1762","55-74 years",599,"Norway",1986,813200,157,19.30644368,4
"1763","55-74 years",161,"Australia",2012,4369159,519,11.87871625,4
"1764","55-74 years",167,"Australia",2013,4497970,563,12.51675756,4
"1765","55-74 years",83,"Australia",1998,2930903,391,13.34059844,4
"1766","55-74 years",874,"Russian Federation",1990,25111500,9465,37.69189415,4
"1767","55-74 years",2025,"Uzbekistan",1991,1524200,176,11.54704107,4
"1768","55-74 years",2031,"Uzbekistan",1992,1614600,162,10.03344482,4
"1769","55-74 years",2037,"Uzbekistan",1993,1648500,171,10.37306642,4
"1770","55-74 years",107,"Australia",2002,3270335,358,10.94689076,4
"1771","55-74 years",113,"Australia",2003,3379047,375,11.09780361,4
"1772","55-74 years",119,"Australia",2004,3463213,362,10.45272122,4
"1773","55-74 years",125,"Australia",2006,3570671,424,11.87451882,4
"1774","55-74 years",131,"Australia",2007,3788638,423,11.16496218,4
"1775","55-74 years",755,"Norway",2012,1019630,114,11.18052627,4
"1776","55-74 years",767,"Norway",2014,1066208,161,15.1002431,4
"1777","55-74 years",2019,"Uzbekistan",1990,1517000,206,13.57943309,4
"1778","55-74 years",173,"Australia",2014,4623758,628,13.5820257,4
"1779","55-74 years",958,"Russian Federation",2004,25161077,9744,38.72648218,4
"1780","55-74 years",1647,"United States",1985,39337000,6870,17.46447365,4
"1781","55-74 years",1653,"United States",1986,39556000,7196,18.19193043,4
"1782","55-74 years",1659,"United States",1987,39687000,7078,17.8345554,4
"1783","55-74 years",1665,"United States",1988,39726000,6702,16.87056336,4
"1784","55-74 years",2139,"Uzbekistan",2013,2559088,140,5.470698936,4
"1785","55-74 years",1683,"United States",1991,39285000,6325,16.10029273,4
"1786","55-74 years",1689,"United States",1992,39385800,6143,15.59699181,4
"1787","55-74 years",1695,"United States",1993,39561900,6101,15.42140292,4
"1788","55-74 years",137,"Australia",2008,3909913,454,11.61151156,4
"1789","55-74 years",940,"Russian Federation",2001,25537096,11705,45.83528213,4
"1790","55-74 years",946,"Russian Federation",2002,25184387,11322,44.95642479,4
"1791","55-74 years",77,"Australia",1997,2881393,401,13.91687979,4
"1792","55-74 years",473,"Italy",1996,12618442,1570,12.44210656,4
"1793","55-74 years",479,"Italy",1997,12631605,1592,12.60330734,4
"1794","55-74 years",485,"Italy",1998,12630636,1465,11.59878252,4
"1795","55-74 years",233,"Belgium",1989,1956700,551,28.15965656,4
"1796","55-74 years",239,"Belgium",1990,1968100,542,27.53925105,4
"1797","55-74 years",719,"Norway",2006,876565,125,14.26020888,4
"1798","55-74 years",725,"Norway",2007,896632,110,12.2681323,4
"1799","55-74 years",731,"Norway",2008,919336,118,12.83535073,4
"1800","55-74 years",1498,"Sweden",1994,1665700,351,21.07222189,4
"1801","55-74 years",1504,"Sweden",1995,1663700,336,20.19594879,4
"1802","55-74 years",1510,"Sweden",1996,1657400,321,19.36768432,4
"1803","55-74 years",1528,"Sweden",1999,1715850,327,19.05760993,4
"1804","55-74 years",952,"Russian Federation",2003,25164167,10528,41.83726805,4
"1805","55-74 years",868,"Russian Federation",1989,24906200,9292,37.30797954,4
"1806","55-74 years",299,"Belgium",2000,2019744,533,26.38948302,4
"1807","55-74 years",305,"Belgium",2001,2031944,516,25.39440063,4
"1808","55-74 years",311,"Belgium",2002,2056529,530,25.7715792,4
"1809","55-74 years",317,"Belgium",2003,2081349,493,23.68656098,4
"1810","55-74 years",2043,"Uzbekistan",1994,1726800,204,11.81375956,4
"1811","55-74 years",2049,"Uzbekistan",1995,1769000,235,13.28434144,4
"1812","55-74 years",2055,"Uzbekistan",1996,1779200,250,14.05125899,4
"1813","55-74 years",2061,"Uzbekistan",1997,1793800,209,11.65124317,4
"1814","55-74 years",1342,"South Africa",2010,4723051,43,0.91042845,4
"1815","55-74 years",1348,"South Africa",2011,4873534,35,0.718164683,4
"1816","55-74 years",143,"Australia",2009,4029872,465,11.53882803,4
"1817","55-74 years",71,"Australia",1996,2833100,416,14.68356218,4
"1818","55-74 years",605,"Norway",1987,805900,179,22.21119246,4
"1819","55-74 years",611,"Norway",1988,796900,168,21.08169155,4
"1820","55-74 years",617,"Norway",1989,786700,161,20.46523452,4
"1821","55-74 years",179,"Australia",2015,4748773,609,12.82436537,4
"1822","55-74 years",407,"Italy",1985,10995000,1903,17.30786721,4
"1823","55-74 years",413,"Italy",1986,11107400,1746,15.71925023,4
"1824","55-74 years",419,"Italy",1987,11199700,1642,14.66110699,4
"1825","55-74 years",203,"Australia",2020,4748773,687,14.46689492,4
"1826","55-74 years",431,"Italy",1989,11388000,1510,13.25957148,4
"1827","55-74 years",437,"Italy",1990,11509400,1432,12.44200393,4
"1828","55-74 years",1701,"United States",1994,39729300,5677,14.28920218,4
"1829","55-74 years",1707,"United States",1995,39890300,5764,14.44962811,4
"1830","55-74 years",1809,"United Kingdom",2012,13129619,950,7.235548876,4
"1831","55-74 years",209,"Belgium",1985,1906100,725,38.03577986,4
"1832","55-74 years",215,"Belgium",1986,1929400,699,36.22887944,4
"1833","55-74 years",221,"Belgium",1987,1934400,665,34.37758478,4
"1834","55-74 years",227,"Belgium",1988,1946300,601,30.87910394,4
"1835","55-74 years",707,"Norway",2004,838163,116,13.83979011,4
"1836","55-74 years",713,"Norway",2005,857631,115,13.40903022,4
"1837","55-74 years",1743,"United States",2001,43621801,5749,13.17918992,4
"1838","55-74 years",1749,"United States",2002,44875941,6081,13.55069078,4
"1839","55-74 years",251,"Belgium",1992,2019500,533,26.39267145,4
"1840","55-74 years",257,"Belgium",1993,2054500,557,27.11121927,4
"1841","55-74 years",263,"Belgium",1994,2079500,563,27.07381582,4
"1842","55-74 years",599,"New Zealand",1985,495000,86,17.37373737,4
"1843","55-74 years",1516,"Sweden",1997,1664100,311,18.68878072,4
"1844","55-74 years",1522,"Sweden",1998,1684600,357,21.19197436,4
"1845","55-74 years",293,"Belgium",1999,2019637,474,23.46956409,4
"1846","55-74 years",1390,"Sri Lanka",1985,1280000,523,40.859375,4
"1847","55-74 years",1396,"Sri Lanka",1986,1302300,533,40.92758965,4
"1848","55-74 years",1402,"Sri Lanka",1996,1885102,750,39.78564555,4
"1849","55-74 years",1408,"Sri Lanka",1997,1914483,767,40.06303529,4
"1850","55-74 years",1414,"Sri Lanka",1998,1953168,795,40.70310388,4
"1851","55-74 years",1420,"Sri Lanka",1999,2004655,804,40.10665177,4
"1852","55-74 years",1426,"Sri Lanka",2000,2071363,854,41.22889131,4
"1853","55-74 years",1432,"Sri Lanka",2001,2134965,771,36.11300419,4
"1854","55-74 years",1438,"Sri Lanka",2002,2208784,747,33.81951336,4
"1855","55-74 years",1444,"Sri Lanka",2003,2290559,801,34.96962968,4
"1856","55-74 years",2079,"Uzbekistan",2000,1698181,201,11.83619414,4
"1857","55-74 years",2085,"Uzbekistan",2001,1673474,170,10.15850859,4
"1858","55-74 years",2091,"Uzbekistan",2002,1666567,127,7.620455703,4
"1859","55-74 years",2097,"Uzbekistan",2003,1667398,131,7.856552545,4
"1860","55-74 years",2103,"Uzbekistan",2004,1672689,102,6.097965611,4
"1861","55-74 years",964,"Russian Federation",2005,25274474,9028,35.71983338,4
"1862","55-74 years",970,"Russian Federation",2006,25459787,8281,32.52580236,4
"1863","55-74 years",976,"Russian Federation",2007,25829570,7889,30.54251387,4
"1864","55-74 years",982,"Russian Federation",2008,26310018,7468,28.3846252,4
"1865","55-74 years",988,"Russian Federation",2009,26932916,7156,26.56971863,4
"1866","55-74 years",2145,"Uzbekistan",2014,2710046,165,6.088457539,4
"1867","55-74 years",2151,"Uzbekistan",2017,2710046,171,6.309855995,4
"1868","55-74 years",443,"Italy",1991,11589200,1540,13.28823387,4
"1869","55-74 years",449,"Italy",1992,11692493,1528,13.06821394,4
"1870","55-74 years",455,"Italy",1993,11956513,1575,13.1727369,4
"1871","55-74 years",461,"Italy",1994,12275516,1462,11.90988631,4
"1872","55-74 years",467,"Italy",1995,12531723,1523,12.15315723,4
"1873","55-74 years",695,"Norway",2002,797711,125,15.66983532,4
"1874","55-74 years",701,"Norway",2003,818326,109,13.31987496,4
"1875","55-74 years",1731,"United States",1999,41607333,5367,12.89916852,4
"1876","55-74 years",1737,"United States",2000,42665670,5237,12.27450547,4
"1877","55-74 years",1252,"Singapore",2020,820612,133,16.20741593,4
"1878","55-74 years",1480,"Sweden",1991,1672400,396,23.6785458,4
"1879","55-74 years",1486,"Sweden",1992,1665400,361,21.67647412,4
"1880","55-74 years",1492,"Sweden",1993,1662100,343,20.63654413,4
"1881","55-74 years",1258,"South Africa",1996,3281712,18,0.548494201,4
"1882","55-74 years",1264,"South Africa",1997,3371291,18,0.533920092,4
"1883","55-74 years",281,"Belgium",1997,2043204,516,25.2544533,4
"1884","55-74 years",287,"Belgium",1998,2022870,483,23.87696688,4
"1885","55-74 years",65,"Australia",1995,2796900,353,12.62111624,4
"1886","55-74 years",1288,"South Africa",2001,3724768,21,0.563793503,4
"1887","55-74 years",1294,"South Africa",2002,3805034,18,0.473057534,4
"1888","55-74 years",1300,"South Africa",2003,3889709,21,0.539886146,4
"1889","55-74 years",1306,"South Africa",2004,3984574,39,0.978774644,4
"1890","55-74 years",1312,"South Africa",2005,4092502,39,0.952962271,4
"1891","55-74 years",1318,"South Africa",2006,4198952,48,1.143142384,4
"1892","55-74 years",1324,"South Africa",2007,4316854,36,0.833940643,4
"1893","55-74 years",1330,"South Africa",2008,4447018,35,0.787044262,4
"1894","55-74 years",1336,"South Africa",2009,4580942,42,0.916841995,4
"1895","55-74 years",347,"Belgium",2008,2192681,505,23.03116596,4
"1896","55-74 years",1450,"Sri Lanka",2006,2532870,760,30.00548785,4
"1897","55-74 years",1803,"United Kingdom",2011,12905935,943,7.306715864,4
"1898","55-74 years",1905,"Uruguay",1999,550783,129,23.42120218,4
"1899","55-74 years",1815,"United Kingdom",2013,13328062,1140,8.553381579,4
"1900","55-74 years",1821,"United Kingdom",2014,13549924,1089,8.036945447,4
"1901","55-74 years",1827,"United Kingdom",2015,13792133,1212,8.787618275,4
"1902","55-74 years",623,"Norway",1990,776400,180,23.18392581,4
"1903","55-74 years",629,"Norway",1991,766900,180,23.47111749,4
"1904","55-74 years",635,"Norway",1992,758500,141,18.58932103,4
"1905","55-74 years",641,"Norway",1993,751000,125,16.64447403,4
"1906","55-74 years",647,"Norway",1994,746600,116,15.53710153,4
"1907","55-74 years",425,"Italy",1988,11287900,1585,14.04158435,4
"1908","55-74 years",2157,"Uzbekistan",2018,2710046,198,7.306149047,4
"1909","55-74 years",2163,"Uzbekistan",2019,2710046,195,7.195449819,4
"1910","55-74 years",1018,"Russian Federation",2014,29326450,5606,19.11584934,4
"1911","55-74 years",1024,"Russian Federation",2015,30845461,5505,17.84703428,4
"1912","55-74 years",1713,"United States",1996,40030900,5731,14.31644055,4
"1913","55-74 years",1719,"United States",1997,40311500,5609,13.91414361,4
"1914","55-74 years",1725,"United States",1998,41071300,5560,13.53743368,4
"1915","55-74 years",2013,"Uruguay",2019,605275,178,29.40812028,4
"1916","55-74 years",1246,"Singapore",2019,820612,112,13.64835026,4
"1917","55-74 years",5,"Australia",1985,2464300,391,15.86657469,4
"1918","55-74 years",11,"Australia",1986,2518300,429,17.03530159,4
"1919","55-74 years",17,"Australia",1987,2545600,438,17.20615965,4
"1920","55-74 years",1755,"United States",2003,46236780,6178,13.36165711,4
"1921","55-74 years",1761,"United States",2004,47542396,6290,13.2302966,4
"1922","55-74 years",1767,"United States",2005,48995354,6554,13.37677854,4
"1923","55-74 years",1270,"South Africa",1998,3462043,19,0.548808897,4
"1924","55-74 years",1276,"South Africa",1999,3552996,22,0.619195744,4
"1925","55-74 years",1282,"South Africa",2000,3644322,28,0.768318497,4
"1926","55-74 years",617,"New Zealand",1988,500200,104,20.79168333,4
"1927","55-74 years",623,"New Zealand",1989,501800,81,16.1418892,4
"1928","55-74 years",629,"New Zealand",1990,504000,75,14.88095238,4
"1929","55-74 years",635,"New Zealand",1991,524100,63,12.02060675,4
"1930","55-74 years",641,"New Zealand",1992,527300,89,16.87843732,4
"1931","55-74 years",323,"Belgium",2004,2105043,489,23.22992927,4
"1932","55-74 years",329,"Belgium",2005,2125124,543,25.55145017,4
"1933","55-74 years",335,"Belgium",2006,2143239,500,23.32917607,4
"1934","55-74 years",341,"Belgium",2007,2165423,474,21.88948764,4
"1935","55-74 years",1779,"United Kingdom",2007,12288981,843,6.859803917,4
"1936","55-74 years",1785,"United Kingdom",2008,12427266,899,7.234093163,4
"1937","55-74 years",1354,"South Africa",2012,5035743,48,0.953186054,4
"1938","55-74 years",1360,"South Africa",2013,5208885,59,1.132680027,4
"1939","55-74 years",1366,"South Africa",2014,5391483,51,0.945936396,4
"1940","55-74 years",1372,"South Africa",2015,5581997,51,0.913651512,4
"1941","55-74 years",1378,"South Africa",2017,5581997,34,0.609101008,4
"1942","55-74 years",2109,"Uzbekistan",2005,1705549,115,6.742696926,4
"1943","55-74 years",2115,"Uzbekistan",2009,2091036,96,4.591025693,4
"1944","55-74 years",2121,"Uzbekistan",2010,2198385,118,5.367576653,4
"1945","55-74 years",2127,"Uzbekistan",2011,2304701,95,4.122009753,4
"1946","55-74 years",2133,"Uzbekistan",2012,2424547,158,6.51668126,4
"1947","55-74 years",994,"Russian Federation",2010,28096257,6532,23.24864839,4
"1948","55-74 years",659,"Norway",1996,734400,111,15.11437908,4
"1949","55-74 years",665,"Norway",1997,731500,120,16.40464798,4
"1950","55-74 years",671,"Norway",1998,734200,117,15.93571234,4
"1951","55-74 years",677,"Norway",1999,742665,126,16.96592676,4
"1952","55-74 years",683,"Norway",2000,756742,106,14.007416,4
"1953","55-74 years",689,"Norway",2001,775798,119,15.33904444,4
"1954","55-74 years",2007,"Uruguay",2018,605275,193,31.88633266,4
"1955","55-74 years",1042,"Russian Federation",2019,30845461,2204,7.14529765,4
"1956","55-74 years",1240,"Singapore",2018,820612,117,14.25765161,4
"1957","55-74 years",1462,"Sweden",1988,1711100,432,25.24691719,4
"1958","55-74 years",1468,"Sweden",1989,1694700,431,25.43222989,4
"1959","55-74 years",1474,"Sweden",1990,1681900,425,25.26904097,4
"1960","55-74 years",23,"Australia",1988,2570900,420,16.33669143,4
"1961","55-74 years",29,"Australia",1989,2595400,433,16.68336287,4
"1962","55-74 years",35,"Australia",1990,2615400,423,16.17343427,4
"1963","55-74 years",1773,"United States",2006,50503527,6967,13.79507613,4
"1964","55-74 years",605,"New Zealand",1986,497100,87,17.50150875,4
"1965","55-74 years",611,"New Zealand",1987,499000,82,16.43286573,4
"1966","55-74 years",59,"Australia",1994,2756700,390,14.14735009,4
"1967","55-74 years",1731,"United Kingdom",1999,10958161,836,7.629017314,4
"1968","55-74 years",1737,"United Kingdom",2000,11064921,780,7.049304735,4
